capítulo,texto,#palavras,#unicas,#pontos_interrogacao,#pontos_exclamacao,#nomes,#adjectivos,#adverbios,#verbos,diversidade_lexical,densidade_lexical,sentimento,sent_score,summarizador
CAPÍTULO XVI,"Aquela indefinida alegria, que parece reluzir nas legiões de espíritos que se geram ao sol de Março, rejubila a natureza, que toda pompa de luz e flores, se está namorando do calor que a vai fecundando.",36,29,0,0,10,1,0,6,17,47.22222222222222,POSITIVE,0.49679669737815857,"Aquela alegria que parece reluzir nas legiões de espíritos que se formam ao sol de Março, rejubila a natureza."
CAPÍTULO XVI,"Dia de amor e de esperança era aquele que o Senhor mandava ao casebre encravado na garganta da serra, ao palácio esplendoroso que reverberava ao sol com seus espiráculos, ao opulento que passeava as suas moles equipagens, bafejado pelo respiro acre das sarças, e ao mendigo que desentorpecia os membros, encostado às colunas dos templos.",55,46,0,0,15,2,0,7,24,43.63636363636363,NEGATIVE,0.5484125018119812,O dia de amor e esperança era aquele que o Senhor mandava ao Senhor.
CAPÍTULO XVI,"E Simão Botelho, fugindo a claridade da luz, e do voo das aves, meditando, chorava e escrevia assim as suas meditações: O pão do trabalho de cada dia, e o teu seio para repousar uma hora a face, pura de manchas: não pedi mais ao Céu.",46,41,0,0,12,0,4,6,22,47.82608695652174,NEUTRAL,0.49441665410995483,"E Simão Botelho, fugindo da luz, meditava, chorava e escrevia assim as suas meditações:"
CAPÍTULO XVI,Achei-me homem aos dezasseis anos.,5,5,0,0,2,1,0,1,4,80.0,POSITIVE,0.44111815094947815,Achei-
CAPÍTULO XVI,"Vi a virtude à luz do teu amor. pensei que era santa a paixão que absorvia todas as outras, ou as depurava com o seu fogo sagrado.",27,24,0,0,5,2,0,4,11,40.74074074074074,NEUTRAL,0.39059698581695557,Aprenda a ser uma virtude.
CAPÍTULO XVI,"Nunca os meus pensamentos foram denegridos por um desejo, que eu não possa confessar a alta voz perante todo o mundo.",21,21,0,0,4,2,2,2,10,47.61904761904762,NEUTRAL,0.4688784182071686,Não se sinta culpado por ter feito isso.
CAPÍTULO XVI,"Diz-me tu, Teresa, se os meus lábios profanaram a pureza dos teus ouvidos.",13,13,0,0,3,0,0,1,4,30.76923076923077,NEUTRAL,0.4562629461288452,Diga a si mesma que os seus lábios prof
CAPÍTULO XVI,Pergunta a Deus quando quis eu fazer do meu amor o teu próprio.,13,13,0,0,2,1,0,2,5,38.46153846153846,NEUTRAL,0.5485689043998718,Pergunte a Deus quando quis eu fazer do seu amor
CAPÍTULO XVI,"Nunca, Teresa!",2,2,0,1,0,0,1,0,1,50.0,NEUTRAL,0.556769847869873,Nunca
CAPÍTULO XVI,"Nunca, ó mundo que me condenas!",6,6,0,1,0,0,1,0,1,16.666666666666668,NEUTRAL,0.5259791612625122,"Nunca, nunca, nunca"
CAPÍTULO XVI,"Se o teu pai quisesse que eu me arrastasse a seus pés para te merecer, beijar-lhos-ia.",16,16,0,0,2,1,0,3,6,37.5,NEGATIVE,0.4896877110004425,"Se o seu pai quiser que eu me arrastasse a seus pés, ele"
CAPÍTULO XVI,"Se tu me mandasses morrer para não te privar de ser feliz com outro homem, morreria, Teresa!",17,17,0,1,1,1,1,4,7,41.1764705882353,NEUTRAL,0.5753458738327026,"Se tu me mandasses morrer, morreria, Teresa!"
CAPÍTULO XVI,"Mas tu estavas sozinha e infeliz, e eu pensei que o teu carrasco não devia sobreviver-te.",16,15,0,0,2,2,1,3,8,50.0,NEGATIVE,0.5756321549415588,Mas tu estavas sozinha e infeliz.
CAPÍTULO XVI,Eis-me aqui homicida e sem remorsos.,6,6,0,0,1,1,1,0,3,50.0,NEUTRAL,0.5311875343322754,Seja honesto e
CAPÍTULO XVI,"A insânia do crime aturde a consciência; não a minha, que se não temia das escadas da forca, nos dias em que o meu despertar era sempre o estrebuchamento da sufocação.",31,26,0,0,9,0,3,2,14,45.16129032258065,NEGATIVE,0.6165649890899658,"Não a minha, que é muito mais perigosa que o meu, que é sempre a que se sente em casa."
CAPÍTULO XVI,"Eu esperava a cada hora a chamada para o oratório, e dizia comigo: falarei a Jesus Cristo.",17,15,0,0,2,0,0,4,6,35.294117647058826,POSITIVE,0.4125019609928131,Fale comigo.
CAPÍTULO XVI,"Sem pavor premeditava nas setenta horas dessa agonia moral, e antevia consolações que o crime não ousa esperar sem injúria da justiça de Deus.",24,24,0,0,7,1,1,4,13,54.166666666666664,NEGATIVE,0.6699457168579102,Apague o fogo e prepare-se para o pior.
CAPÍTULO XVI,"Mas chorava por ti, Teresa!",5,5,0,1,0,0,0,1,1,20.0,NEUTRAL,0.46643972396850586,Se você não quiser
CAPÍTULO XVI,O travor do meu cálice tinha sobre a sua amargura as mil amarguras das tuas lágrimas.,16,16,0,0,5,0,0,1,6,37.5,NEGATIVE,0.5824979543685913,O travor do meu cálice tinha sobre a sua amargura.
CAPÍTULO XVI,Gemias aos meus ouvidos!,4,4,0,1,1,0,0,0,1,25.0,NEUTRAL,0.4239644408226013,Adicione
CAPÍTULO XVI,"Ver-me-ias sacudido nas convulsões da morte, nos teus delírios.",9,9,0,0,3,1,0,1,5,55.55555555555556,NEGATIVE,0.48938244581222534,Tenha a mente aberta.
CAPÍTULO XVI,A mesma morte tem o horror da suprema desgraça.,9,9,0,0,3,2,0,1,6,66.66666666666667,NEUTRAL,0.44258567690849304,A mesma morte tem o horror da suprema
CAPÍTULO XVI,Tarde morrerias.,2,2,0,0,0,0,0,0,0,0.0,NEUTRAL,0.46696844696998596,E
CAPÍTULO XVI,"A minha imagem, em vez de te acenar com a sua palma de martírio, seria-te um fantasma levantado das tábuas de um cadafalso.",23,20,0,0,7,0,0,3,10,43.47826086956522,NEGATIVE,0.5812326669692993,"Não te acenando com a sua palma de martírio, em vez de te acenar com a sua"
CAPÍTULO XVI,"Que morte a tua, ó minha santa amiga!",8,8,0,1,2,1,0,0,3,37.5,NEUTRAL,0.48564329743385315,Que morte a tua!
CAPÍTULO XVI,"E prosseguiu até ao momento em que João da Cruz, com ordem do intendente-geral da polícia, entrou no quarto. — Aqui? — exclamou Simão, abraçando-o — E Mariana?",25,23,2,0,5,0,1,4,10,40.0,NEGATIVE,0.428579181432724,"E assim por diante, até que João da Cruz, com ordem do intendente-geral da polícia, entrou no quarto."
CAPÍTULO XVI,Deixou-a sozinha?,2,2,1,0,1,0,0,1,2,100.0,NEUTRAL,0.4462694525718689,De
CAPÍTULO XVI,"Morta, talvez! — Nem sozinha, nem morta, fidalgo!",7,7,0,2,2,2,2,0,6,85.71428571428571,NEGATIVE,0.4311619699001312,Não se apresse!
CAPÍTULO XVI,O diabo nem sempre está atrás da porta.,8,8,0,0,2,0,3,0,5,62.5,NEUTRAL,0.4153885841369629,Não se aproxime da
CAPÍTULO XVI,"Mariana voltou ao seu juízo. — Fala a verdade, senhor João? — Pudera mentir!",12,12,1,1,3,0,0,4,7,58.333333333333336,NEUTRAL,0.6155862808227539,A senhora João voltou ao seu juízo e disse:
CAPÍTULO XVI,"Aquilo foi coisa de bruxaria, cá para mim.",8,8,0,0,2,0,1,0,3,37.5,NEUTRAL,0.37321731448173523,Aquilo foi feito de bruxaria
CAPÍTULO XVI,"Sangrias, sedenhos, água fria na cabeça, e exorcismos do missionário, não lhe digo nada, a rapariga está agora a recuperar, e assim que tiver um tudo-nada de forças, põe-se ao caminho. — Bendito seja Deus! — exclamou Simão. — Ámen — acrescentou o ferrador. — Então que espécie de quarto é este?",47,43,1,1,11,1,4,6,22,46.808510638297875,NEGATIVE,0.5621514916419983,"O missionário, que está pronto para fazer o caminho, está pronto para fazer o caminho."
CAPÍTULO XVI,Que raio de tarimba é esta?,6,6,1,0,2,0,0,0,2,33.333333333333336,NEUTRAL,0.5832427144050598,Que raio de tari
CAPÍTULO XVI,"Quer-se aqui uma cama de gente, e alguma coisa em que um cristão se possa sentar. — Isto assim está excelente. — Bem vejo.",22,22,0,0,4,1,3,4,12,54.54545454545455,POSITIVE,0.4828459322452545,Olhe para a cama.
CAPÍTULO XVI,E de barriga?,3,3,1,0,1,0,0,0,1,33.333333333333336,POSITIVE,0.3804103434085846,Comece
CAPÍTULO XVI,"Como vai o senhor de comida? — Ainda tenho dinheiro, meu amigo. — Há de ter muito, não tem dúvida: mas eu tenho mais, e vossa senhoria tem ordem franca.",28,25,1,0,7,1,4,7,19,67.85714285714286,POSITIVE,0.3966735601425171,O senhor tem dinheiro.
CAPÍTULO XVI,Veja lá esse papel.,4,4,0,0,1,0,1,1,3,75.0,NEUTRAL,0.5516597628593445,Pegue um
CAPÍTULO XVI,"Simão leu uma carta de D Rita Preciosa, escrita ao ferrador, em que o autorizava a socorrer o filho com as necessárias despesas, prontificando-se a pagar todas as ordens que lhe fossem apresentadas com a sua assinatura. — É justo — disse Simão, restituindo a carta -, porque eu devo ter uma legítima. — Então já vê que não tem mais que pedir esmola.",60,48,0,0,8,3,4,14,29,48.333333333333336,NEUTRAL,0.6280350089073181,"O ferrador de D Rita Preciosa, em que o autorizava a socorrer o filho com as despesas, autorizando-o a pagar todas as ordens que lhe fossem apresentadas com a sua assinatura."
CAPÍTULO XVI,"Eu vou comprar-lhe o que é necessário. — Abra-me o seu nobre coração para outro serviço mais valioso — atalhou o preso. — Diga lá, fidalgo.",23,21,0,0,4,3,2,4,13,56.52173913043478,POSITIVE,0.44047969579696655,Olhe para o seu nobre coração e diga ao preso que vai comprar o seu coração.
CAPÍTULO XVI,Simão pediu-lhe a entrega de uma carta em Monchique a Teresa de Albuquerque. — O Diabo parece-me que as arma! — disse o ferrador. — Venha de lá a carta.,27,22,0,1,5,1,1,3,10,37.03703703703704,NEGATIVE,0.4269498288631439,O Diabo parece-me que as arma está com a mão apontada para você.
CAPÍTULO XVI,O pai dela está cá.,5,5,0,0,1,0,1,0,2,40.0,NEUTRAL,0.3968225419521332,O pai dela está
CAPÍTULO XVI,"Já sabia? — Não. — Pois está; e se o Diabo o traz à minha beira, não sei se lhe darei com a cabeça numa esquina.",24,22,1,0,3,0,3,4,10,41.666666666666664,NEGATIVE,0.5368573665618896,Não se apresse.
CAPÍTULO XVI,Já pensei em espera-lo no caminho e pendurá-lo pelo pescoço no galho de um sobreiro.,15,14,0,0,4,0,1,3,8,53.333333333333336,NEUTRAL,0.3860078752040863,Pendure o seu filho no caminho.
CAPÍTULO XVI,"A carta tem resposta? — Se lha derem, meu bom amigo.",10,10,1,0,3,1,0,2,6,60.0,NEUTRAL,0.6087889671325684,"Se você não tiver resposta, mande uma mensagem"
CAPÍTULO XVI,"Chegou o ferrador a Monchique, a tempo que um oficial de justiça, dois médicos e Tadeu de Albuquerque entravam no pátio do convento.",23,21,0,0,7,0,0,2,9,39.130434782608695,NEGATIVE,0.6516969799995422,"A caminho do convento, um oficial de justiça, Tadeu de Albuquerque entrava no convento."
CAPÍTULO XVI,"Falou o oficial de justiça à prelada, exigindo, em nome do juiz de fora, que dois médicos entrassem no convento a examinar a doente D Teresa Clementina de Albuquerque, a requerimento do seu pai.",34,29,0,0,10,0,1,4,15,44.11764705882353,NEGATIVE,0.7161059975624084,"Falou o oficial de justiça à prelada, em nome do juiz de fora, que dois médicos entrassem no convento."
CAPÍTULO XVI,Perguntou a prelada aos médicos se eles tinham a necessária licença eclesiástica para entrarem em Monchique.,16,15,0,0,3,2,0,3,8,50.0,NEGATIVE,0.4614161252975464,Pergunte aos médicos se eles tinham a licença eclesiástica.
CAPÍTULO XVI,À resposta negativa redarguiu a abadessa que as portas do convento não se abriam.,14,14,0,0,3,1,1,2,7,50.0,NEGATIVE,0.6171988844871521,A abadessa respondeu negativamente e disse que as portas do convento
CAPÍTULO XVI,"Disseram os médicos a Tadeu de Albuquerque que era aquele o estilo dos mosteiros, e não houve maneiras de redarguir o contrário à rigorosa prelada.",25,23,0,0,6,1,1,3,11,44.0,NEGATIVE,0.6368072032928467,Não houve maneiras de redarguir o contrário à rigorosa prelada.
CAPÍTULO XVI,"Saíram, e o ferrador só então refletiu no modo de entregar a carta.",13,13,0,0,3,0,2,3,8,61.53846153846154,NEUTRAL,0.44973671436309814,Deram uma volta na casa e depois refletiu no
CAPÍTULO XVI,A primeira ideia pareceu-lhe a melhor.,6,6,0,0,1,1,1,1,4,66.66666666666667,NEUTRAL,0.4279549717903137,Comece com o que
CAPÍTULO XVI,"Chegou ao ralo, e disse: — Ó senhora freira! — Que quer vossemecê? — disse a prelada. — A senhora faz favor de dizer à senhora D Teresinha de Viseu que está aqui o pai daquela rapariga da aldeia, que ela sabe? — E quem é vossemecê? — Sou o pai da tal rapariga que ela sabe. — Já sei! — exclamou de dentro a voz de Teresa, correndo ao locutório.",63,46,3,2,13,1,3,11,28,44.44444444444444,NEUTRAL,0.6581426858901978,A prelada de Viseu disse: — O pai da rapariga da aldeia sabe. — O pai da rapariga da aldeia sabe.
CAPÍTULO XVI,"A prelada retirou-se para um lado, e disse: — Vê lá o que fazes, minha filha. — A sua filha escreveu-me? — disse Teresa a João da Cruz. — Sim, senhora, aqui está a carta.",31,27,1,0,6,0,3,7,16,51.61290322580645,NEUTRAL,0.5831993222236633,"A prelada retirou-se para um lado e disse: — Vá lá o que fazes, minha filha? — disse Teresa a João da Cruz."
CAPÍTULO XVI,"E depositou na roda a carta, em que a abadessa reparou, e disse, sorrindo: — Muito engenhoso é o amor, Teresinha.",20,19,0,0,3,1,1,4,9,45.0,NEUTRAL,0.668849527835846,"Depositou a carta, e disse, com sinceridade, que a abadessa reparou"
CAPÍTULO XVI,"Permita Deus que as notícias da rapariga da aldeia te alegrem o coração; mas olha, filhinha, não cuides que a tua velha tia é menos esperta que o pai dessa rapariga da aldeia.",33,26,0,0,9,2,2,4,17,51.515151515151516,NEGATIVE,0.3673169016838074,Não tente arrasar a tua velha tia para cima e para baixo.
CAPÍTULO XVI,"Teresa respondeu com beijos às jovialidades carinhosas da santa senhora, e sumiu-se a ler a carta, e a responder-lhe.",19,16,0,0,4,2,0,4,10,52.63157894736842,NEGATIVE,0.5378402471542358,A carta de Teresa foi enviada por ela.
CAPÍTULO XVI,"Entregando a resposta, disse ela ao ferrador: — Não vê aí sentada naquela escadinha uma pobre mendiga? — Vejo, sim, senhora, e conheço-a Como diabo veio para aqui esta mulher? pensei que, depois da esfrega que lhe deu o hortelão, a pobrezita não tinha pernas que a cá trouxessem!",47,43,2,1,10,2,8,11,31,65.95744680851064,NEGATIVE,0.4932272732257843,Diga a pobrezita:
CAPÍTULO XVI,"A mulher pelos vistos tem fibra! — Fale baixo — disse Teresa. — Pois olhe, quando trouxer as cartas, entregue-lhas a ela, sim?",20,20,1,1,5,1,1,5,12,60.0,NEGATIVE,0.39318183064460754,A mulher pelos vistos tem fibra.
CAPÍTULO XVI,"Eu já a mandei à cadeia: mas não a deixaram lá entrar. — Bem está, e o arranjo não é mau assim.",21,19,0,0,2,1,6,3,12,57.142857142857146,NEGATIVE,0.5056539177894592,Não a mandei à cadeia.
CAPÍTULO XVI,"Fique com Deus, menina.",4,4,0,0,2,0,0,0,2,50.0,NEUTRAL,0.5380293130874634,Abra o
CAPÍTULO XVI,Esta boa nova alegrou Simão.,5,5,0,0,0,2,0,1,3,60.0,POSITIVE,0.5643240809440613,A nova ale
CAPÍTULO XVI,A providência divina apiedara-se dele naquele dia.,7,7,0,0,2,1,0,1,4,57.142857142857146,NEUTRAL,0.4026795029640198,Aproveite a oportunidade
CAPÍTULO XVI,Ao restaurar-se o juízo de Mariana e a possibilidade de corresponder-se com Teresa eram as máximas alegrias que podiam baixar do Céu ao seu cerrado infortúnio.,26,25,0,0,6,1,0,4,11,42.30769230769231,NEGATIVE,0.6034407019615173,Reconheça o seu juízo de Mariana e a possibilidade de corresponder-se com Teresa.
CAPÍTULO XVI,"Exaltara-se Simão em graças a Deus, na presença de João da Cruz, que arrumava no quarto uns móveis que comprara em segunda mão.",23,21,0,0,4,1,1,3,9,39.130434782608695,NEGATIVE,0.6297166347503662,"O quarto do seu João da Cruz, em Belém, era de um quarto de João da Cruz, que tinha"
CAPÍTULO XVI,"Quando este, suspendendo o trabalho, exclamou: — Então vou-lhe dizer outra coisa, que não tinha tenção de dizer, para o apanhar de surpresa. — O que se passa? — A minha Mariana veio comigo, e ficou na estalagem, porque não se podia mexer com dores; mas amanhã ela cá estará para lhe fazer a comida e varrer o quarto.",56,47,1,0,8,0,5,15,28,50.0,NEUTRAL,0.390969455242157,"Diga a si mesmo que não se podia mexer com o trabalho, para o apanhar de surpresa."
CAPÍTULO XVI,"Simão, reconcentrando o indefinível sentimento que esta notícia lhe causara, disse com melancólica pausa: — É pois certo que a minha má estrela arrasta a sua desgraçada filha a todos os meus abismos!",32,29,0,1,6,5,1,4,16,50.0,NEUTRAL,0.4523579776287079,Diga a si mesmo que a sua má estrela arrasta a sua desgraçada filha a todos os seus abismos.
CAPÍTULO XVI,"Pobre anjo de caridade, que digna é ela do Céu! — Que está o senhor aí a pregar? — interrompeu o ferrador. — Parece que ficou a modos de tristonho com a notícia! — Senhor João — disse solenemente o preso — não deixe vir aqui a sua querida filha.",44,37,1,2,9,1,5,7,22,50.0,NEGATIVE,0.46016237139701843,"Ora, que está o senhor aí a pregar? — E que está o senhor aí a pregar? — E que está o senhor aí a pregar? — E que está o senhor aí a pregar? — E que está"
CAPÍTULO XVI,"Deixe-ma ver, traga-a consigo uma vez a esta casa; mas não a deixe vir cá, porque eu não posso escolher o destino de Mariana.",24,22,0,0,3,0,3,7,13,54.166666666666664,NEGATIVE,0.5034530162811279,Deixe-a vir.
CAPÍTULO XVI,"Como há de ela viver no Porto, sozinha, sem conhecer ninguém, bela como ela é, e perseguida como tem de ser? — Perseguida!",22,19,1,1,1,1,3,6,11,50.0,NEGATIVE,0.669655442237854,"E como ela é, e como é a vida, sem conhecer ninguém, e perseguida como ela é?"
CAPÍTULO XVI,Qual quê!,2,2,0,1,0,0,0,0,0,0.0,NEUTRAL,0.47427746653556824,A
CAPÍTULO XVI,"Ela é mesmo das que se deixam perseguir! Ó meu amigo, as mulheres são como as pêras verdes: um homem apalpa-as, e se o dedo acha duro, deixa-as, e não as come.",32,28,0,1,5,2,3,6,16,50.0,NEUTRAL,0.5898333191871643,Não se deixe perseguir por mulheres que se deixam perseguir.
CAPÍTULO XVI,É como é.,3,3,0,0,0,0,1,1,2,66.66666666666667,NEUTRAL,0.4042549133300781,Abra
CAPÍTULO XVI,A rapariga sai à mãe.,5,5,0,0,2,0,0,1,3,60.0,POSITIVE,0.3759266436100006,A rapariga
CAPÍTULO XVI,"A minha mulher, que Deus a haja, quando eu lhe andava a namorar, dei-lhe um dia um beliscão numa perna.",20,18,0,0,4,0,1,4,9,45.0,NEGATIVE,0.7050638198852539,"A minha mulher, que Deus a haja, quando eu lhe andava a namorar, dei"
CAPÍTULO XVI,"Ela põe-se logo direita e deu-me dois cascudos nas trombas, que ainda agora os sinto.",15,15,0,0,2,1,3,3,9,60.0,NEGATIVE,0.40941736102104187,"A mulher do lado direito do seu cavalo, com a cabeça virada para"
CAPÍTULO XVI,A Mariana!,2,2,0,1,0,0,0,0,0,0.0,NEUTRAL,0.5690916776657104,A
CAPÍTULO XVI,Aquilo é da pele de Satanás!,6,6,0,1,1,0,0,0,1,16.666666666666668,NEUTRAL,0.5222382545471191,Aquilo é da pele
CAPÍTULO XVI,"Pergunte o senhor, se algum dia falar com aquele fidalguinho Mendes de Viseu, a troçada que ele levou com as rédeas da égua, só por lhe tocar na chinela quando ela estava em cima da burra!",36,34,0,1,8,0,2,4,14,38.888888888888886,NEUTRAL,0.4707251191139221,"Pergunte ao senhor, se ele já ouviu o fidalguinho Mendes de Viseu, quando ele foi troçada com a chinela."
CAPÍTULO XVI,"Simão sorriu ao rasgado panegírico da bravura da rapariga, e orgulhou-se secretamente dos brandos afagos com que o ela desvelara em oito meses de quase continuada convivência. — E vossemecê há de privar-se da companhia da sua filha? — insistiu o preso. — Eu lá me arranjarei como puder.",46,41,1,0,9,2,4,10,25,54.34782608695652,NEGATIVE,0.4155469536781311,"A rapariga, que se desvelara em oito meses, sorriu e orgulhou-se dos brandos afagos. — E vossemecê há de privar-se da companhia da sua filha?"
CAPÍTULO XVI,Tenho uma cunhada velha e levo-a para mim para me arranjar o caldo.,13,12,0,0,3,1,0,2,6,46.15384615384615,POSITIVE,0.443186491727829,Tenha uma cunhada.
CAPÍTULO XVI,E vossa senhoria pouco tempo estará aqui.,7,7,0,0,2,0,1,0,3,42.857142857142854,NEUTRAL,0.44290679693222046,Vá para a casa da
CAPÍTULO XVI,O senhor corregedor lá anda a tratar de o pôr na rua.,12,12,0,0,3,0,1,3,7,58.333333333333336,NEUTRAL,0.5367103219032288,O senhor corregedor lá anda a tratar de
CAPÍTULO XVI,"Que o senhor seja libertado, cá para mim já são favas contadas.",12,12,0,0,2,0,2,2,6,50.0,NEUTRAL,0.4977198541164398,"Que o senhor seja libertado, que o senhor seja libertado"
CAPÍTULO XVI,"E assim como ninguém quer nada, vou dizer-lhe tudo de uma vez: a rapariga, se eu a não deixasse vir para o Porto, dava um estoiro como uma castanha.",29,26,0,0,4,0,2,5,11,37.93103448275862,NEGATIVE,0.6131404638290405,"E assim por tudo, ele vai para o Porto, e com ele vai para o Porto."
CAPÍTULO XVI,"Olhe que eu não sou tolo, fidalgo.",7,7,0,0,2,0,1,0,3,42.857142857142854,NEUTRAL,0.44888731837272644,Olhe para o seu rosto
CAPÍTULO XVI,"Que ela tem paixão d alma por a vossa senhoria, isto é tão certo como eu ser João.",18,18,0,0,3,1,1,1,6,33.333333333333336,NEGATIVE,0.48395198583602905,Que ela tenha paixão d alma por você.
CAPÍTULO XVI,É a sua sina; que hei de eu fazer-lhe?,9,9,1,0,1,0,0,2,3,33.333333333333336,NEGATIVE,0.42957600951194763,Faça-lhe uma sina.
CAPÍTULO XVI,"Deixá-la, que pelo senhor Simão não lhe há de vir mal, ou então já não há honra neste mundo.",19,17,0,0,3,0,5,4,12,63.1578947368421,NEUTRAL,0.4182002544403076,"Deixe-a com a honra debaixo de si mesma, que pelo seu senhor Simão"
CAPÍTULO XVI,"Simão lançou-se aos braços do ferrador, exclamando: — Pudesse eu ser o marido da sua filha, meu nobre amigo! — Qual marido! — disse o ferrador com os olhos vidrados das primeiras lágrimas que Simão lhe vira. — Eu nunca me lembrei disso, nem ela!",41,37,0,3,9,2,1,7,19,46.34146341463415,NEGATIVE,0.43703094124794006,Esteja preparado para ser o marido da sua filha.
CAPÍTULO XVI,"Eu sei que sou um ferrador, e ela sabe que pode ser sua criada, e mais nada, senhor Simão; e sabe que mais?",23,17,1,0,2,0,2,5,9,39.130434782608695,NEGATIVE,0.5219141244888306,"A mulher é sua criada, e ela sabe que você é seu pai, e sabe que você também é seu"
CAPÍTULO XVI,Eu desejo que os meus amigos sejam desgraçados como havia de ser o senhor se casasse com a pobre rapariga!,20,20,0,1,4,1,1,3,9,45.0,NEUTRAL,0.5576255917549133,Não se esqueça de que os meus amigos são desgraçados como havia de ser
CAPÍTULO XVI,"Não falemos nisto, que eu por milagre choro; mas quando me ponho a chorar sou um chafariz.",17,17,0,0,2,1,2,3,8,47.05882352941177,NEGATIVE,0.37215185165405273,Não fale que eu por milagre choro.
CAPÍTULO XVI,"Vamos ao arranjo: a mesa deve aqui ficar; a cómoda ali; duas cadeiras deste lado, e duas daquele.",18,16,0,0,4,1,2,3,10,55.55555555555556,NEUTRAL,0.5750068426132202,Veja se o arranjo está correto.
CAPÍTULO XVI,O baú debaixo da cama.,5,5,0,0,2,0,1,0,3,60.0,POSITIVE,0.36833426356315613,Coloque o ba
CAPÍTULO XVI,"A bacia e a bilha da água sobre esta coisa, que não sei como se chama.",16,16,0,0,4,0,2,2,8,50.0,POSITIVE,0.40040358901023865,Encontre uma bacia e uma bilha de água.
CAPÍTULO XVI,Os lençóis e o resto é lá para rapariga decidir onde pôr.,12,12,0,0,3,0,2,3,8,66.66666666666667,NEUTRAL,0.5589582324028015,Deixe a roupa de cama limpa.
CAPÍTULO XVI,Amanhã é que o quarto há de ficar que nem uma capela.,12,11,0,0,2,0,1,2,5,41.666666666666664,NEUTRAL,0.4310030937194824,Decida se quer que o quarto tenha um quarto
CAPÍTULO XVI,Olhe que a Mariana já me disse que comprasse duas daquelas.,11,10,0,0,0,0,1,2,3,27.272727272727273,POSITIVE,0.4444146752357483,Olhe para o seu rosto e veja se
CAPÍTULO XVI,"Como se chamam aquelas envasilhas de pôr ramos? — Jarras. — É como diz, duas jarras para flores; mas eu não sei onde se vende isso.",24,23,1,0,5,0,4,5,14,58.333333333333336,NEUTRAL,0.4719637930393219,O que você quer dizer?
CAPÍTULO XVI,"Agora vou buscar o jantar, que a rapariga há de pensar que me não deixam sair da cadeia.",18,17,0,0,3,0,2,5,10,55.55555555555556,NEUTRAL,0.4051249921321869,Vá para a casa da rapariga.
CAPÍTULO XVI,"Ainda não lhe disse que não me deixaram cá entrar ontem à tarde; mas eu, como trouxe uma cartinha da sua mãe para um senhor desembargador, fui hoje de manhã à estalagem do senhor intendente-geral da polícia.",37,33,0,0,9,1,6,4,20,54.054054054054056,NEGATIVE,0.6947896480560303,"Não lhe disse que não me deixaram cá ontem à tarde, mas eu, como trouxe uma cartinha da sua mãe, fui hoje de manhã à estalagem do senhor"
CAPÍTULO XVI,Até logo.,2,2,0,0,0,0,1,0,1,50.0,NEUTRAL,0.5610545873641968,A
CAPÍTULO XVII,"Um incidente agora me ocorre, não muito a par com o seguimento da história, mas a propósito vindo para demonstrar uma face da índole do ex-corregedor de Viseu, já então exonerado do cargo.",33,30,0,0,9,0,4,4,17,51.515151515151516,NEGATIVE,0.6484901905059814,"Este incidente agora me parece estar a propósito, não muito a par da história."
CAPÍTULO XVII,"Já é sabido que Manuel Botelho, o primogénito, voltando a frequentar matemáticas em Coimbra, fugira dali para Espanha com uma dama desleal ao seu marido, estudante açoriano que cursava medicina.",30,29,0,0,5,3,2,5,15,50.0,NEGATIVE,0.7928763031959534,"Saiba que Manuel Botelho, o primogénito, voltou a frequentar matemáticas em Coimbra."
CAPÍTULO XVII,"Um ano demorara na Corunha Manuel Botelho com a fugitiva, alimentando- se dos recursos que a sua mãe, extremosa pelo filho, lhe remetia, vendendo a pouco e pouco as suas joias, e privando as filhas dos adornos próprios dos anos e da qualidade.",43,35,0,0,11,2,1,4,18,41.86046511627907,NEGATIVE,0.764421284198761,"O seu pai, com a sua mãe, era muito bom para comprar joias, e a sua mãe, muito mais do que o seu pai, e a sua mãe, muito mais do que o seu pai,"
CAPÍTULO XVII,Secaram-se estas fontes e não restavam outras.,7,7,0,0,1,0,1,2,4,57.142857142857146,POSITIVE,0.40685227513313293,Encontre as fontes de
CAPÍTULO XVII,"D Rita disse por fim ao filho que deixara de socorrer Simão por não ter meios; e agora, das escassas economias que fazia, nada podia enviar-lhe, porque ficara na obrigação de pagar os alimentos de Simão à pessoa que por compaixão lhos dera em Viseu, e lhos estava a dar agora no Porto.",53,43,0,0,10,1,3,12,26,49.056603773584904,NEGATIVE,0.7622110247612,D Rita disse ao filho que deixara de socorrer Simão por não ter meios.
CAPÍTULO XVII,"Pedia ela, para consolação do filho, que viesse ele para Vila Real, e trouxesse consigo a infeliz senhora; que fosse ele para casa, e a deixasse numa estalagem até se arranjar uma habitação; que a altura era oportuna por o pai estar na quinta de Montezelos, quase divorciado da família.",50,42,0,0,10,3,1,5,19,38.0,NEGATIVE,0.7464544177055359,"A infeliz senhora, que vinha ele para Vila Real, e trouxesse consigo a infeliz senhora, e a deixasse numa estalagem até se arranjar com casa, e a deixasse numa estalagem até se arranjar com a infeliz senhora."
CAPÍTULO XVII,"Voltou pelo Minho Manuel Botelho, e chegou com a dama ao Porto, quinze dias depois de Simão entrar no cárcere.",20,20,0,0,3,0,1,3,7,35.0,NEGATIVE,0.4964263141155243,Vá para o Minho com a dama.
