,CAPÍTULO I  FILIPA GUIMARÃES,SENTIMENTO GLOBAL,SENTIMENTO POSITIVO,TERMOS/EXPRESSÕES  POSITIVOS,SENTIMENTO NEGATIVO,TERMOS/EXPRESSÕES  NEGATIVOS
1630,Não vá o senhor pensar que ela está capaz de se meter a caminho.,negativo,1,"""capaz""",1,"""não"""
1631,Lembre-se que ainda ontem pensámos em encontrá-la hoje morta.,negativo,0,,1,"""morta"""
1632,"Deixe-a estar mais alguns meses; e depois não digo que a não leve; mas, por enquanto, não consinto semelhante imprudência. — Maior imprudência — respondeu o velho — é conservá-la no Porto, onde, a estas horas, deve estar o malvado assassino do meu sobrinho.",neutro,1,"""conservar""",1,"""imprudência"", ""malvado"", ""assassino"""
1633,Talvez não saiba a prima?,neutro,0,,1,"""não"""
1634,"Pois é verdade; o patife do corregedor saiu do campo em defesa dele, e conseguiu que o tribunal da Relação lhe aceitasse a apelação da sentença, passado o prazo da lei; e não contente com isto, fez que o filho fosse removido para as cadeias do Porto.",negativo,1,"""defesa"", ""contente""",1,"""patife"", ""não"", ""removido"""
1635,"Eu agora trabalho para que a sentença seja confirmada, e espero consegui-lo; mas, enquanto o assassino aqui estiver, não quero que a minha filha esteja no Porto. — O primo é pai, e eu sou apenas uma parente — disse a abadessa -; cumpra-se a sua vontade.",positivo,1,"""consegui-lo""",1,"""assassino"""
1636,"Quer ver a menina, não é assim? — Quero, se é possível. — Pois bem, enquanto eu vou chamá-la, queira entrar na primeira grade à sua mão direita, que Teresa lá vai ter.",positivo,1,"""possível""",1,"""não"""
1637,"Avisada Teresa de que o seu pai a esperava, instantaneamente a cor sadia, que alegrava as senhoras religiosas, se demudou na lividez costumada.",,,,,
1638,"Quis a tia, vendo-a assim, que ela não saísse do seu quarto, e encarregou-se de encurtar a visita do pai. — Tem de ser — disse Teresa. — Eu vou, minha tia.",,,,,
1639,"O pai, ao vê-la, estremeceu.",,,,,
1640,"Esperava ver a filha doente, mas não assim.",,,,,
1641,"Pensou que a não a conheceria se não o avisassem de que ia ver a sua filha. — Como eu te encontro, Teresa! — exclamou ele, comovido. — Porque não me disseste há mais tempo sobre o teu estado?",,,,,
1642,"Teresa sorriu, e disse: — Eu não estou tão mal como as minhas amigas imaginam. — Terás tu forças para ires comigo para Viseu? — Não, meu pai; não tenho nem forças para lhe dizer em poucas palavras que não volto a Viseu. — Porque não, se a tua saúde depender disso? — A minha saúde depende do contrário.",,,,,
1643,"Aqui viverei e morrerei. — Não é tanto assim, Teresa — respondeu Tadeu com dissimulada brandura. — Se eu entender que estes ares são nocivos à tua saúde, hás de ir, porque é obrigação minha conduzir e corrigir a tua má sina. — Está corrigida, meu pai.",,,,,
1644,"A morte emenda todos os erros da vida. — Bem sei; mas eu quero-te viva, e portanto, recobra forças para o caminho.",,,,,
1645,"Logo que tiveres meio dia de jornada, verás como a saúde te voltará como por milagre. — Não vou, meu pai. — Não vais? — exclamou irritado o velho, lançando às grades as mãos trementes de ira. — Separam-nos estes ferros a que o meu pai se encosta e para sempre nos separam. — E as leis?",,,,,
1646,Pensas tu que eu não tenho direitos legítimos para te obrigar a sair do convento?,,,,,
1647,"Não sabes que tens apenas dezoito anos? — Sei que tenho dezoito anos; as leis não sei quais são, nem me incomoda a minha ignorância.",,,,,
1648,"Se uma mão violenta me vier arrancar daqui, convença-se, meu pai, de que essa mão há de encontrar um cadáver.",,,,,
1649,Depois farão o que quiserem de mim.,,,,,
1650,"Por agora, porém, enquanto puder dizer que não vou, juro- lhe que não vou, meu pai. — Eu sei porquê! — bramiu o velho. — Já sabes que o assassino está no Porto! — Sei, sim, senhor. — E ainda o dizes sem vergonha, nem horror de ti mesma!",,,,,
1651,"Ainda. — Meu pai — interrompeu Teresa — não posso continuar a ouvi-lo, porque me sinto mal.",,,,,
1652,Dê-me licença e vingue-se como puder.,,,,,
1653,A minha glória neste longo martírio seria uma forca levantada ao lado da do assassino.,,,,,
1654,"Teresa saiu da grade, deu alguns passos na direção da sua cela, e encostou-se esvaída à parede.",,,,,
1655,"Correram a ampará-la a sua tia e a criada, mas ela, afastando- as suavemente de si, murmurou: — Não é preciso.",,,,,
1656,Estou boa.,,,,,
1657,"Estes golpes dão vida, minha tia.",,,,,
1658,E caminhou sozinha a passos vacilantes.,,,,,
1659,"Tadeu bateu à porta do mosteiro com irrisórias e enfurecidas pancadas, umas após outras, com grande medo da porteira e de outras madres, espantadas do insólito despropósito. — Que é isso, primo? — disse a prelada com severidade. — Quero Teresa cá fora. — Como fora?",,,,,
1660,"Quem é que a há de lançar para fora? — A senhora, que não pode aqui reter uma filha contra a vontade do seu pai. — Isso é verdade; mas tenha prudência, primo. — Não há prudência nem meia prudência.",,,,,
1661,"Quero a minha filha cá fora. — E ela não quer ir? — Não, senhora. — Então, espere se por bons modos a convençamos a sair, porque não havemos de trazer-lha a rastos. — Eu vou buscá-la, se for preciso — redarguiu em crescente fúria. — Abram-me estas portas, que eu vou buscá-la. — Estas portas não se abrem assim, meu primo, sem licença superior.",,,,,
1662,A regra do mosteiro não pode ser quebrada para servir uma paixão desordenada.,,,,,
1663,Tranquilize-se senhor!,,,,,
1664,"Vá descansar desse frenesi, e venha noutra hora combinar comigo o que for digno de todos nós. — Já percebi! — exclamou o velho, gesticulando contra o ralo do locutório. — Conspiram todas contra mim!",,,,,
1665,"Ora descansem, que eu lhes darei uma boa lição.",,,,,
1666,"Fique a senhora abadessa a saber que eu não quero que a minha filha receba mais cartas do assassino, percebeu? — Eu creio que Teresa nunca recebeu cartas de assassinos, nem suponho que as receba de agora em diante. — Não sei se sabe, nem se não.",,,,,
1667,Eu vigiarei o convento.,,,,,
1668,"A criada, que está com ela, ponham-na fora, percebeu? — Porquê? — redarguiu a prelada com enfado. — Porque encarreguei-a de me avisar de tudo, e ela não me tem contado nada. — Se não tinha que lhe dizer, senhor! — Não me conte histórias, prima!",,,,,
1669,"A criada quero vê-la sair do convento e já! — Eu não lhe posso fazer a vontade, porque não faço injustiças.",,,,,
1670,"Se vossa senhoria quiser que a sua filha tenha outra criada, mande-lha; mas a que ela tem, assim que deixe de a servir, há muitas senhoras nesta casa que o desejam, e ela mesma deseja aqui ficar. — Já percebi! — gritou ele — querem-me matar!",,,,,
1671,Pois não matam; primeiro há de o Diabo dar um estoiro!,,,,,
1672,Tadeu de Albuquerque saiu aos tropeções do átrio do mosteiro.,,,,,
1673,"Era hedionda aquela raiva que lhe contraía as faces enrugadas, revendo suor e sangue aos olhos acovados.",,,,,
1674,"Apresentou-se ao intendente da polícia, pedindo providências para que este lhe entregasse a sua filha.",,,,,
1675,O intendente respondeu que ele não solicitava competentemente tais providências.,,,,,
1676,"Instou para que o carcereiro da cadeia não deixasse sair nenhuma carta de um assassino, vindo da comarca de Viseu, de nome Simão Botelho.",,,,,
1677,"O intendente disse que não podia, sem motivos concernentes a devassas, impedir que o preso escrevesse a quem quer que fosse.",,,,,
1678,"Reduplicada a fúria, foi dali ao corregedor do Porto, com os mesmos requerimentos, em tom arrogante.",,,,,
1679,"O corregedor, particular amigo de Domingos Botelho, despediu com enfado o importuno, dizendo-lhe que a velhice sem juízo era causa tanto de riso como de lástima.",,,,,
1680,Esteve então prestes a perder-se a cabeça de Tadeu de Albuquerque.,,,,,
1681,"Andava e desandava nas ruas do Porto, sem atinar com uma saída digna da sua prosápia e vingança.",,,,,
1682,"No dia seguinte, bateu à porta de alguns desembargadores mas achou-os mais inclinados à clemência que à justiça a respeito de Simão Botelho.",,,,,
1683,"Um deles, amigo de infância de D Rita Preciosa, e implorado por ela, falou assim ao sanhudo fidalgo: — Em pouco está o ser homicida, senhor Albuquerque.",,,,,
1684,Quantas mortes teria vossa senhoria hoje feito se alguns adversários se opusessem à sua cólera?,,,,,
1685,"Esse infeliz rapaz, contra quem o senhor solicita desvairadas violências, conserva a honra na altura da sua imensa desgraça.",,,,,
1686,"Abandonou-o o pai, deixando-o condenar à forca; e ele da sua extrema degradação nunca fez sair um grito suplicante de misericórdia.",,,,,
1687,"Um estranho lhe esmolou a subsistência de oito meses de cárcere, e ele aceitou a esmola, que era honra para si e para quem lha dava.",,,,,
1688,"Hoje, fui eu ver esse desgraçado filho de uma senhora que eu conheci no paço, sentada ao lado dos reis.",,,,,
1689,Achei-o vestido de baetão e pano pedrês.,,,,,
1690,Perguntei-lhe se assim estava desprovido de fato.,,,,,
1691,"Respondeu-me que se vestira à proporção dos seus meios, e que devia à caridade de um ferrador aquelas calças e jaqueta.",,,,,
1692,Repliquei-lhe eu que escrevesse ao pai para o vestir decentemente.,,,,,
1693,Disse-me que não pedia nada a quem consentiu que os delitos do seu coração e da sua dignidade e do pundonor do seu nome fossem expiados num patíbulo.,,,,,
1694,"Há grandeza neste homem de dezoito anos, senhor Albuquerque.",,,,,
1695,"Se vossa senhoria tivesse consentido que a sua filha amasse Simão Botelho Castelo Branco, teria poupado a vida ao homem sem honra que se lhe atravessou com insultos e ofensas corporais de tal afronta, que desonrado ficaria Simão se as não repelisse como homem de alma e brios.",,,,,
1696,"Se vossa senhoria não se tivesse oposto às honestíssimas e inocentes afeições da sua filha, a justiça não teria mandado arvorar uma forca, nem a vida do seu sobrinho teria sido imolada aos seus caprichos de mau pai.",,,,,
1697,"E se a sua filha casasse com o filho do corregedor de Viseu, pensa acaso vossa senhoria que os seus brasões sofriam desdouro?",,,,,
1698,"Não sei de que século data a nobreza do senhor Tadeu de Albuquerque, mas no brasão de D Rita Teresa Margarida Preciosa Caldeirão Castelo Branco posso dar-lhe informações sobre as páginas das mais verídicas e ilustres genealogias do Reino.",,,,,
1699,"Por parte do seu pai, Simão Botelho tem do melhor sangue de Trás-os-Montes, e não se temerá de entrar em competências com o dos Albuquerques de Viseu, que não é decerto o dos Albuquerques terríveis de que narra Luís de Camões.",,,,,
1700,"Ofendido até ao âmago pela derradeira ironia, Tadeu ergueu-se de ímpeto, tomou o chapéu e a enorme bengala de castão de ouro e fez a cortesia de despedida. — São amargas as verdades, não é assim? — disse-lhe, sorrindo, o desembargador Mourão Mosqueira. — Vossa excelência lá sabe o que diz, e eu cá sei no que hei de entender — respondeu com tom irónico o fidalgo, alanceado na sua honra e na dos seus avós.",,,,,
1701,"O desembargador retorquiu: — Fique no que quiser; mas tenha a certeza, se isso lhe serve de alguma coisa, que Simão Botelho não vai parar à forca. — Veremos. — resmoneou o velho.",Negativo,,,,
1702,CAPÍTULO XV - Filipe Macedo,,,,,
1703,São treze dias decorridos do mês de Março de 1805.,netro,0,0,0,0
1704,Está Simão num quarto de malta das cadeias da Relação.,neutro,0,0,0,0
1705,"Um catre de tábuas, um colchão de embarque, uma banca e cadeira de pinho, e um pequeno pacote de roupa, colocado no lugar do travesseiro, são a sua mobília.",neutro,0,0,0,0
1706,"Sobre a mesa tem um caixote de pau-preto, que contém as cartas de Teresa, ramilhetes secos, os seus manuscritos do cárcere de Viseu e um avental de Mariana, o último com que ela, no dia do julgamento, enxugara as lágrimas e arrancara de si no primeiro instante de demência.",negativo,0,0,1,"lágrimas, demência"
1707,"Simão relê as cartas de Teresa, abre os envoltórios de papel que encerram as flores ressequidas, contempla o avental de linho, procurando esvaídos vestígios das lágrimas.",negativo,0,0,0,"flores ressequidas, lágrimas"
1708,"Depois, encosta a face e o peito aos ferros da sua janela, e avista os horizontes boleados pelas serras de Valongo e Gralheira, e cortados pelas ribas pitorescas de Gaia, do Candal, de Oliveira e do mosteiro da serra do Pilar.",neutro,0,0,0,0
1709,É um dia lindo.,positivo,1,lindo,0,0
1710,Refletem-se do azul do céu os mil matizes da Primavera.,positivo,0,0,0,0
1711,Tem aromas o ar e a viração fugitiva dos jardins derrama no éter as urnas que roubou aos canteiros.,neutro,0,0,1,roubou
1712,"Aquela indefinida alegria, que parece reluzir nas legiões de espíritos que se geram ao sol de Março, rejubila a natureza, que toda pompa de luz e flores, se está namorando do calor que a vai fecundando.",positivo,1,"alegria, rejubila a natureza",0,0
1713,"Dia de amor e de esperança era aquele que o Senhor mandava ao casebre encravado na garganta da serra, ao palácio esplendoroso que reverberava ao sol com seus espiráculos, ao opulento que passeava as suas moles equipagens, bafejado pelo respiro acre das sarças, e ao mendigo que desentorpecia os membros, encostado às colunas dos templos.",positivo,1,amor e esperança,1,mendigo
1714,"E Simão Botelho, fugindo a claridade da luz, e do voo das aves, meditando, chorava e escrevia assim as suas meditações: O pão do trabalho de cada dia, e o teu seio para repousar uma hora a face, pura de manchas: não pedi mais ao Céu.",negativo,0,0,1,chorava
1715,Achei-me homem aos dezasseis anos.,neutro,0,0,0,0
1716,"Vi a virtude à luz do teu amor. pensei que era santa a paixão que absorvia todas as outras, ou as depurava com o seu fogo sagrado.",positivo,1,"virtude à luz, sagrado",1,depurava
1717,"Nunca os meus pensamentos foram denegridos por um desejo, que eu não possa confessar a alta voz perante todo o mundo.",neutro,0,0,1,denegridos
1718,"Diz-me tu, Teresa, se os meus lábios profanaram a pureza dos teus ouvidos.",neutro,0,0,1,profanaram
1719,Pergunta a Deus quando quis eu fazer do meu amor o teu próprio.,neutro,0,0,0,0
1720,"Nunca, Teresa!",neutro,0,0,0,0
1721,"Nunca, ó mundo que me condenas!",negativo,0,0,1,condenas
1722,"Se o teu pai quisesse que eu me arrastasse a seus pés para te merecer, beijar-lhos-ia.",positivo,1,beijar-lhos-ia,0,0
1723,"Se tu me mandasses morrer para não te privar de ser feliz com outro homem, morreria, Teresa!",negativo,1,feliz,1,"mandasses morrer, morreria"
1724,"Mas tu estavas sozinha e infeliz, e eu pensei que o teu carrasco não devia sobreviver-te.",negativo,0,0,1,sozinha e infeliz
1725,Eis-me aqui homicida e sem remorsos.,negativo,0,0,1,homicida e sem remorsos
1726,"A insânia do crime aturde a consciência; não a minha, que se não temia das escadas da forca, nos dias em que o meu despertar era sempre o estrebuchamento da sufocação.",negativo,0,0,1,"crime, forca, sufocação"
1727,"Eu esperava a cada hora a chamada para o oratório, e dizia comigo: falarei a Jesus Cristo.",neutro,0,0,0,0
1728,"Sem pavor premeditava nas setenta horas dessa agonia moral, e antevia consolações que o crime não ousa esperar sem injúria da justiça de Deus.",negativo,0,0,1,"agonia, injúria"
1729,"Mas chorava por ti, Teresa!",neutro,0,0,1,chorava
1730,O travor do meu cálice tinha sobre a sua amargura as mil amarguras das tuas lágrimas.,negativo,0,0,1,"amargura, mil amarguras, lágrimas"
1731,Gemias aos meus ouvidos!,neutro,0,0,0,0
1732,"Ver-me-ias sacudido nas convulsões da morte, nos teus delírios.",negativo,0,0,1,"convulsões da morte, delírios"
1733,A mesma morte tem o horror da suprema desgraça.,negativo,0,0,1,"morte, horror, suprema desgraça"
1734,Tarde morrerias.,negativo,0,0,1,morrerias
1735,"A minha imagem, em vez de te acenar com a sua palma de martírio, seria-te um fantasma levantado das tábuas de um cadafalso.",negativo,0,0,1,martírio
1736,"Que morte a tua, ó minha santa amiga!",neutro,1,santa,0,0
1737,"E prosseguiu até ao momento em que João da Cruz, com ordem do intendente-geral da polícia, entrou no quarto. — Aqui? — exclamou Simão, abraçando-o — E Mariana?",neutro,0,0,0,0
1738,Deixou-a sozinha?,neutro,0,0,0,0
1739,"Morta, talvez! — Nem sozinha, nem morta, fidalgo!",neutro,0,0,1,"morta, sozinha"
1740,O diabo nem sempre está atrás da porta.,neutro,0,0,1,diabo
1741,"Mariana voltou ao seu juízo. — Fala a verdade, senhor João? — Pudera mentir!",neutro,0,0,0,0
1742,"Aquilo foi coisa de bruxaria, cá para mim.",negativo,0,0,1,bruxaria
1743,"Sangrias, sedenhos, água fria na cabeça, e exorcismos do missionário, não lhe digo nada, a rapariga está agora a recuperar, e assim que tiver um tudo-nada de forças, põe-se ao caminho. — Bendito seja Deus! — exclamou Simão. — Ámen — acrescentou o ferrador. — Então que espécie de quarto é este?",positivo,1,recuperar,0,0
1744,Que raio de tarimba é esta?,neutro,0,0,0,0
1745,"Quer-se aqui uma cama de gente, e alguma coisa em que um cristão se possa sentar. — Isto assim está excelente. — Bem vejo.",positivo,1,excelente,0,0
1746,E de barriga?,neutro,0,0,0,0
1747,"Como vai o senhor de comida? — Ainda tenho dinheiro, meu amigo. — Há de ter muito, não tem dúvida: mas eu tenho mais, e vossa senhoria tem ordem franca.",positivo,0,0,0,0
1748,Veja lá esse papel.,neutro,0,0,0,0
1749,"Simão leu uma carta de D Rita Preciosa, escrita ao ferrador, em que o autorizava a socorrer o filho com as necessárias despesas, prontificando-se a pagar todas as ordens que lhe fossem apresentadas com a sua assinatura. — É justo — disse Simão, restituindo a carta -, porque eu devo ter uma legítima. — Então já vê que não tem mais que pedir esmola.",positivo,0,0,0,0
1750,"Eu vou comprar-lhe o que é necessário. — Abra-me o seu nobre coração para outro serviço mais valioso — atalhou o preso. — Diga lá, fidalgo.",positivo,1,valioso ,0,0
1751,Simão pediu-lhe a entrega de uma carta em Monchique a Teresa de Albuquerque. — O Diabo parece-me que as arma! — disse o ferrador. — Venha de lá a carta.,negativo,0,0,1,"diabo, as trama"
1752,O pai dela está cá.,neutro,0,0,0,0
1753,"Já sabia? — Não. — Pois está; e se o Diabo o traz à minha beira, não sei se lhe darei com a cabeça numa esquina.",negativo,0,0,1,diabo
1754,Já pensei em espera-lo no caminho e pendurá-lo pelo pescoço no galho de um sobreiro.,negativo,0,0,1,pendurá-lo pelo pescoço
1755,"A carta tem resposta? — Se lha derem, meu bom amigo.",neutro,0,0,0,0
1756,"Chegou o ferrador a Monchique, a tempo que um oficial de justiça, dois médicos e Tadeu de Albuquerque entravam no pátio do convento.",neutro,0,0,0,0
1757,"Falou o oficial de justiça à prelada, exigindo, em nome do juiz de fora, que dois médicos entrassem no convento a examinar a doente D Teresa Clementina de Albuquerque, a requerimento do seu pai.",neutro,0,0,1,doente
1758,Perguntou a prelada aos médicos se eles tinham a necessária licença eclesiástica para entrarem em Monchique.,neutro,0,0,0,0
1759,À resposta negativa redarguiu a abadessa que as portas do convento não se abriam.,negativo,0,0,1,negativa
1760,"Disseram os médicos a Tadeu de Albuquerque que era aquele o estilo dos mosteiros, e não houve maneiras de redarguir o contrário à rigorosa prelada.",neutro,0,0,0,0
1761,"Saíram, e o ferrador só então refletiu no modo de entregar a carta.",neutro,0,0,0,0
1762,A primeira ideia pareceu-lhe a melhor.,positivo,1,melhor,0,0
1763,"Chegou ao ralo, e disse: — Ó senhora freira! — Que quer vossemecê? — disse a prelada. — A senhora faz favor de dizer à senhora D Teresinha de Viseu que está aqui o pai daquela rapariga da aldeia, que ela sabe? — E quem é vossemecê? — Sou o pai da tal rapariga que ela sabe. — Já sei! — exclamou de dentro a voz de Teresa, correndo ao locutório.",neutro,0,0,0,0
1764,"A prelada retirou-se para um lado, e disse: — Vê lá o que fazes, minha filha. — A sua filha escreveu-me? — disse Teresa a João da Cruz. — Sim, senhora, aqui está a carta.",neutro,0,0,0,0
1765,"E depositou na roda a carta, em que a abadessa reparou, e disse, sorrindo: — Muito engenhoso é o amor, Teresinha.",positivo,1,"sorrindo,",0,0
1766,"Permita Deus que as notícias da rapariga da aldeia te alegrem o coração; mas olha, filhinha, não cuides que a tua velha tia é menos esperta que o pai dessa rapariga da aldeia.",positivo,1,alegre,0,0
1767,"Teresa respondeu com beijos às jovialidades carinhosas da santa senhora, e sumiu-se a ler a carta, e a responder-lhe.",positivo,1,jovialidades carinhosas,0,0
1768,"Entregando a resposta, disse ela ao ferrador: — Não vê aí sentada naquela escadinha uma pobre mendiga? — Vejo, sim, senhora, e conheço-a Como diabo veio para aqui esta mulher? pensei que, depois da esfrega que lhe deu o hortelão, a pobrezita não tinha pernas que a cá trouxessem!",negativo,0,0,1,pobrezita
1769,"A mulher pelos vistos tem fibra! — Fale baixo — disse Teresa. — Pois olhe, quando trouxer as cartas, entregue-lhas a ela, sim?",positivo,1,tem fibra,0,0
1770,"Eu já a mandei à cadeia: mas não a deixaram lá entrar. — Bem está, e o arranjo não é mau assim.",positivo,1,bem está,0,0
1771,"Fique com Deus, menina.",neutro,0,0,0,0
1772,Esta boa nova alegrou Simão.,positivo,1,boa nova,0,0
1773,A providência divina apiedara-se dele naquele dia.,positivo,1,providência divina,0,0
1774,Ao restaurar-se o juízo de Mariana e a possibilidade de corresponder-se com Teresa eram as máximas alegrias que podiam baixar do Céu ao seu cerrado infortúnio.,negativo,1,alegrias,1,cerrado infortúnio
1775,"Exaltara-se Simão em graças a Deus, na presença de João da Cruz, que arrumava no quarto uns móveis que comprara em segunda mão.",positivo,1,graças a Deus,0,0
1776,"Quando este, suspendendo o trabalho, exclamou: — Então vou-lhe dizer outra coisa, que não tinha tenção de dizer, para o apanhar de surpresa. — O que se passa? — A minha Mariana veio comigo, e ficou na estalagem, porque não se podia mexer com dores; mas amanhã ela cá estará para lhe fazer a comida e varrer o quarto.",neutro,0,0,0,0
1777,"Simão, reconcentrando o indefinível sentimento que esta notícia lhe causara, disse com melancólica pausa: — É pois certo que a minha má estrela arrasta a sua desgraçada filha a todos os meus abismos!",negativo,0,0,1,"melancólica pausa, má estrela, desgraça"
1778,"Pobre anjo de caridade, que digna é ela do Céu! — Que está o senhor aí a pregar? — interrompeu o ferrador. — Parece que ficou a modos de tristonho com a notícia! — Senhor João — disse solenemente o preso — não deixe vir aqui a sua querida filha.",negativo,0,0,1,tristonho
1779,"Deixe-ma ver, traga-a consigo uma vez a esta casa; mas não a deixe vir cá, porque eu não posso escolher o destino de Mariana.",neutro,0,0,0,0
1780,"Como há de ela viver no Porto, sozinha, sem conhecer ninguém, bela como ela é, e perseguida como tem de ser? — Perseguida!",negativo,0,0,1,"sozinha, perseguida"
1781,Qual quê!,neutro,0,0,0,0
1782,"Ela é mesmo das que se deixam perseguir! Ó meu amigo, as mulheres são como as pêras verdes: um homem apalpa-as, e se o dedo acha duro, deixa-as, e não as come.",neutro,0,0,0,0
1783,É como é.,neutro,0,0,0,0
1784,A rapariga sai à mãe.,neutro,0,0,0,0
1785,"A minha mulher, que Deus a haja, quando eu lhe andava a namorar, dei-lhe um dia um beliscão numa perna.",neutro,0,0,0,0
1786,"Ela põe-se logo direita e deu-me dois cascudos nas trombas, que ainda agora os sinto.",neutro,0,0,0,0
1787,A Mariana!,neutro,0,0,0,0
1788,Aquilo é da pele de Satanás!,negativo,0,0,1,Satanás
1789,"Pergunte o senhor, se algum dia falar com aquele fidalguinho Mendes de Viseu, a troçada que ele levou com as rédeas da égua, só por lhe tocar na chinela quando ela estava em cima da burra!",neutro,0,0,0,0
1790,"Simão sorriu ao rasgado panegírico da bravura da rapariga, e orgulhou-se secretamente dos brandos afagos com que o ela desvelara em oito meses de quase continuada convivência. — E vossemecê há de privar-se da companhia da sua filha? — insistiu o preso. — Eu lá me arranjarei como puder.",positivo,1,"sorriu, orgulhou-se",0,0
1791,Tenho uma cunhada velha e levo-a para mim para me arranjar o caldo.,neutro,0,0,0,0
1792,E vossa senhoria pouco tempo estará aqui.,neutro,0,0,0,0
1793,O senhor corregedor lá anda a tratar de o pôr na rua.,neutro,0,0,0,0
1794,"Que o senhor seja libertado, cá para mim já são favas contadas.",positivo,1,"libertado, favas contadas",0,0
1795,"E assim como ninguém quer nada, vou dizer-lhe tudo de uma vez: a rapariga, se eu a não deixasse vir para o Porto, dava um estoiro como uma castanha.",neutro,0,0,0,0
1796,"Olhe que eu não sou tolo, fidalgo.",neutro,0,0,0,0
1797,"Que ela tem paixão d alma por a vossa senhoria, isto é tão certo como eu ser João.",positivo,1,paixão,0,0
1798,É a sua sina; que hei de eu fazer-lhe?,neutro,0,0,0,0
1799,"Deixá-la, que pelo senhor Simão não lhe há de vir mal, ou então já não há honra neste mundo.",positivo,1,não lhe há de vir mal,0,0
1800,"Simão lançou-se aos braços do ferrador, exclamando: — Pudesse eu ser o marido da sua filha, meu nobre amigo! — Qual marido! — disse o ferrador com os olhos vidrados das primeiras lágrimas que Simão lhe vira. — Eu nunca me lembrei disso, nem ela!",negativo,0,0,1,lágrimas
1801,"Eu sei que sou um ferrador, e ela sabe que pode ser sua criada, e mais nada, senhor Simão; e sabe que mais?",negativo,0,0,0,0
1802,Eu desejo que os meus amigos sejam desgraçados como havia de ser o senhor se casasse com a pobre rapariga!,negativo,0,0,1,"desgraçados, pobre rapariga "
1803,"Não falemos nisto, que eu por milagre choro; mas quando me ponho a chorar sou um chafariz.",negativo,0,0,1,choro
1804,"Vamos ao arranjo: a mesa deve aqui ficar; a cómoda ali; duas cadeiras deste lado, e duas daquele.",neutro,0,0,0,0
1805,O baú debaixo da cama.,neutro,0,0,0,0
1806,"A bacia e a bilha da água sobre esta coisa, que não sei como se chama.",neutro,0,0,0,0
1807,Os lençóis e o resto é lá para rapariga decidir onde pôr.,neutro,0,0,0,0
1808,Amanhã é que o quarto há de ficar que nem uma capela.,positivo,1,que nem uma capela,0,0
1809,Olhe que a Mariana já me disse que comprasse duas daquelas.,neutro,0,0,0,0
1810,"Como se chamam aquelas envasilhas de pôr ramos? — Jarras. — É como diz, duas jarras para flores; mas eu não sei onde se vende isso.",neutro,0,0,0,0
1811,"Agora vou buscar o jantar, que a rapariga há de pensar que me não deixam sair da cadeia.",neutro,0,0,0,0
1812,"Ainda não lhe disse que não me deixaram cá entrar ontem à tarde; mas eu, como trouxe uma cartinha da sua mãe para um senhor desembargador, fui hoje de manhã à estalagem do senhor intendente-geral da polícia.",neutro,0,0,0,
1813,Até logo.,neutro,0,0,0,0
1814,CAPÍTULO XVI,,,,,
1815,"Um incidente agora me ocorre, não muito a par com o seguimento da história, mas a propósito vindo para demonstrar uma face da índole do ex-corregedor de Viseu, já então exonerado do cargo.",,,,,
1816,"Já é sabido que Manuel Botelho, o primogénito, voltando a frequentar matemáticas em Coimbra, fugira dali para Espanha com uma dama desleal ao seu marido, estudante açoriano que cursava medicina.",,,,,
1817,"Um ano demorara na Corunha Manuel Botelho com a fugitiva, alimentando- se dos recursos que a sua mãe, extremosa pelo filho, lhe remetia, vendendo a pouco e pouco as suas joias, e privando as filhas dos adornos próprios dos anos e da qualidade.",,,,,
1818,Secaram-se estas fontes e não restavam outras.,,,,,
1819,"D Rita disse por fim ao filho que deixara de socorrer Simão por não ter meios; e agora, das escassas economias que fazia, nada podia enviar-lhe, porque ficara na obrigação de pagar os alimentos de Simão à pessoa que por compaixão lhos dera em Viseu, e lhos estava a dar agora no Porto.",,,,,
1820,"Pedia ela, para consolação do filho, que viesse ele para Vila Real, e trouxesse consigo a infeliz senhora; que fosse ele para casa, e a deixasse numa estalagem até se arranjar uma habitação; que a altura era oportuna por o pai estar na quinta de Montezelos, quase divorciado da família.",,,,,
1821,"Voltou pelo Minho Manuel Botelho, e chegou com a dama ao Porto, quinze dias depois de Simão entrar no cárcere.",,,,,
1822,"Já noutro ponto deixámos dito que nunca os dois irmãos se deram, nem estimaram; mas o infortúnio de Simão remia as culpas do génio fatal que o orfanara de pai e mãe, e só da irmã Rita lhe deixara uma lembrança saudosa.",,,,,
1823,"Foi Manuel à cadeia, e abrindo os braços ao irmão, teve um glacial acolhimento.",,,,,
1824,"Perguntou-lhe Manuel a história do seu desastre. — Consta do processo — respondeu Simão. — E tem o mano esperanças de liberdade? — respondeu Manuel. — Não penso nisso. — Eu pouco posso oferecer-lhe, porque vou para casa forçado pela falta de recursos; mas, se precisa de roupa, repartirei consigo a minha. — Não preciso de nada.",,,,,
1825,Esmolas só as recebo daquela mulher.,,,,,
1826,"Já Manuel tinha reparado em Mariana, e da beleza da rapariga inferira para formar falsos juízos. — E quem é esta menina? — disse Manuel. — É um anjo.",,,,,
1827,Não lhe sei dizer mais nada.,,,,,
1828,"Mariana sorriu-se, e disse: — Sou uma criada do senhor Simão e de vossa senhoria. — É cá do Porto? — Não, meu senhor, sou dos arrabaldes de Viseu. — E tem feito companhia ao meu mano?",,,,,
