Nome,Texto
CAPÍTULO XIX,Mariana não respondeu; chorou. — E porque choras? — disse Simão carinhosamente. — Isso é ingratidão.
CAPÍTULO XIX,E eu não mereço que me diga que o faço infeliz. — Não me compreendeste.
CAPÍTULO XIX,Sou infeliz por não te poder fazer minha mulher.
CAPÍTULO XIX,"Eu queria que pudesse dizer: Sacrifiquei-me pelo meu marido; no dia em que o vi ferido em casa do meu pai, velei as noites ao seu lado; quando a desgraça o encerrou entre ferros, dei-lhe o pão que nem os seus ricos pais lhe davam; quando o vi sentenciado à forca, endoideci; quando a luz da minha razão tornou-me num raio de compaixão divina, corri ao segundo cárcere, ali- mentei-o vesti-o e adornei-lhe as paredes nuas da sua cela; quando o desterraram, acompanhei-o fiz-me a pátria daquele pobre coração, trabalhei à luz do sol homicida para ele se resguardar do clima, do trabalho, e do desamparo, que o matariam."
CAPÍTULO XIX,O espírito de Mariana não se podia altear à expressão do preso; mas o coração adivinhava-lhe as ideias.
CAPÍTULO XIX,E a pobre rapariga sorria e chorava ao mesmo tempo.
CAPÍTULO XIX,"Simão continuou: — Tens vinte e seis anos, Mariana."
CAPÍTULO XIX,"Vive, pois a tua existência não pode ser um suplício oculto."
CAPÍTULO XIX,"Vive, que não deves dar tudo a quem te não pode restituir senão as lágrimas que eu te tenho custado."
CAPÍTULO XIX,O tempo do meu desterro não pode estar longe; esperar outro melhor destino seria uma loucura.
CAPÍTULO XIX,"Se eu ficasse na pátria, livre ou preso, pediria à minha irmã que completasse a obra generosa da tua compaixão, esperando que eu te desse a última palavra da minha vida."
CAPÍTULO XIX,"Mas não vás comigo à África ou à Índia, que sei que voltarás sozinha à pátria depois de eu fechar os olhos."
CAPÍTULO XIX,"Se o meu degredo for temporário, e a morte me guardar para maiores naufrágios, voltarei à pátria um dia."
CAPÍTULO XIX,"É preciso que aqui esteja para eu poder dizer que venho para minha família, que tenho aqui uma alma extremosa que me espera."
CAPÍTULO XIX,"Se te encontrar com marido e filhos, a tua família será a minha."
CAPÍTULO XIX,"Se te vir livre e só, irei para a companhia da minha irmã."
CAPÍTULO XIX,"Que me respondes, Mariana?"
CAPÍTULO XIX,"A filha de João da Cruz, erguendo os olhos do pavimento, disse:"
CAPÍTULO XIX,— Eu verei o que hei de fazer quando o senhor Simão partir para o degredo.
CAPÍTULO XIX,"— Pensa desde já, Mariana."
CAPÍTULO XIX,— Não tenho que pensar. A minha intenção está feita.
CAPÍTULO XIX,"— Fala, minha amiga; diz-me qual é a tua intenção."
CAPÍTULO XIX,"Mariana hesitou alguns segundos, e respondeu serenamente: — Quando eu vir que não lhe sou precisa, acabo com a vida."
CAPÍTULO XIX,Cuida que eu preciso de muitas razões para me matar?
CAPÍTULO XIX,"Não tenho pai, não tenho ninguém, a minha vida não faz falta a pessoa nenhuma."
CAPÍTULO XIX,O senhor Simão pode viver sem mim? Paciência! Eu é que não posso.
CAPÍTULO XIX,Susteve o complemento da ideia como quem comete uma ousadia.
CAPÍTULO XIX,"O preso apertou-a nos braços estremecidamente, e disse:"
CAPÍTULO XIX,"— Irás, irás comigo, minha irmã. Pensa muito no infortúnio de nós ambos de agora em diante, que ele é comum; é um veneno que havemos de tragar unidos, e lá teremos uma sepultura de terra tão pesada como a da pátria."
CAPÍTULO XIX,"Desde esse dia, um secreto júbilo endoideceu o coração de Mariana."
CAPÍTULO XIX,Não inventemos maravilhas de abnegação.
CAPÍTULO XIX,Era de mulher o coração de Mariana.
CAPÍTULO XIX,"Amava como a fantasia se compraz de idear o amor de uns anjos que batem as asas de baile em baile, e apenas param o tempo preciso para se fazerem ver e adorar para um reflexo de poesia apaixonada."
CAPÍTULO XIX,"Amava, e tinha ciúmes de Teresa, não ciúmes que se refrigeram na expansão ou no despeito, mas infernos surdos, que não rompiam em lavareda aos lábios, porque os olhos abriam-se prontos em lágrimas para apagá-la."
CAPÍTULO XIX,"Sonhava com as delícias do desterro, porque nenhuma voz humana iria lá gemer à cabeceira do amado."
CAPÍTULO XIX,"Se a forçassem a resignar a sua inglória missão de irmã daquele homem, resigná- la-ia, dizendo: — Ninguém o amará como eu; ninguém lhe adoçará as penas tão desinteresseiramente como o eu fiz."
CAPÍTULO XIX,"E contudo, nunca vacilou em aceitar da mão de Teresa ou da mendiga as cartas dirigidas a Simão."
CAPÍTULO XIX,"A cada vinco de dor que a leitura daquelas cartas sulcava na fronte do preso, Mariana, que o espreitava disfarçada, tremia em todas as fibras do seu coração, e dizia para si mesma: Para que há de aquela senhora amargurar-lhe a vida? *** E enquanto isso amargurava acerbamente a desditosa menina no convento!"
CAPÍTULO XIX,"Ressurgiram naquela alma esperanças, que não deviam durar além do tempo necessário para que a desilusão lhe acrisolasse o infortúnio."
CAPÍTULO XIX,"Imaginara ela a liberdade, o perdão, o casamento, a aventura, a coroa do seu martírio."
CAPÍTULO XIX,"As suas amigas matizavam-lhe a tela da fantasia, umas porque não conheciam a atroz realidade das coisas, outras porque fiavam em demasia nas orações das virtuosas do mosteiro."
CAPÍTULO XIX,"Se os vaticínios das profetisas se realizassem, Simão sairia da cadeia, Tadeu de Albuquerque morreria de velhice e de raiva, o casamento seria um acto indisputável, e o céu dos desgraçados principiaria neste mundo."
CAPÍTULO XIX,"Porém Simão Botelho, ao cabo de cinco meses de cárcere, já sabia o seu destino, e achara útil prevenir Teresa, para não sucumbir ao inevitável golpe da separação."
CAPÍTULO XIX,Bem queria ele iluminar com esperanças a perspetiva negra do desterro; mas froixos e frios eram os alívios em que não era parte a convicção nem o sentimento.
CAPÍTULO XIX,"Teresa não podia sequer iludir-se, porque tinha no peito um despertador que a estava acordando sempre para a hora final, embora o rosto enganasse a condolência dos estranhos."
CAPÍTULO XIX,"E então, era o expandir-se em lástimas nas cartas que escrevia ao seu amado; invocações a Deus, e sacrílegas apóstrofes ao destino; branduras de paciência e ímpetos de cólera contra o pai; o aferro à vida que lhe foge, e súplicas à morte, que a não livra das torturas da alma e do corpo."
CAPÍTULO XIX,Ao fim de sete meses o tribunal de segunda instância comutou a pena última em dez anos de degredo para a Índia.
CAPÍTULO XIX,"Tadeu de Albuquerque acompanhou a Lisboa a apelação, e ofereceu a sua casa a quem mantivesse de pé a forca de Simão Botelho."
CAPÍTULO XIX,"O pai do condenado, segundo o assustador aviso que o seu filho Manuel lhe dera, foi para Lisboa lutar com dinheiro e as poderosas influências que Tadeu de Albuquerque granjeara na Casa da Suplicação e no Desembargo do Paço."
CAPÍTULO XIX,"Venceu Domingos Botelho, e instigado mais do seu capricho que do amor paternal, alcançou do príncipe regente a graça de cumprir o condenado a sua sentença na prisão de Vila Real."
CAPÍTULO XIX,"Quando intimaram a Simão Botelho a decisão de recurso e a graça do regente, o preso respondeu que não aceitava a graça; que queria a liberdade do degredo; que protestaria perante os poderes judiciários contra um favor que não implorara, e que reputava mais atroz que a morte."
CAPÍTULO XIX,"Domingos Botelho, avisado da rejeição do filho, respondeu que fizesse ele a sua vontade; mas que a sua vitória dele sobre os protetores e os corrompidos pelo ouro do fidalgo de Viseu estava plenamente obtida."
CAPÍTULO XIX,"Foi avisado o intendente-geral da polícia, e o nome de Simão Botelho foi inscrito no catálogo dos degredados para a Índia."
CAPÍTULO XX,A verdade é algumas vezes o destino de um romance.
CAPÍTULO XX,"Na vida real, recebemo- la como ela sai dos encontrados casos, ou da lógica implacável das coisas; mas, na novela, custa-nos a sofrer que o autor, se inventa, não invente melhor; e secopia, não minta por amor da arte."
CAPÍTULO XX,"Um romance que decorre da verdade o seu merecimento é frio, é impertinente, é uma coisa que não sacode os nervos, nem tira a gente, nem sequer uma temporada, enquanto ele nos lembra, deste jogo de nora, cujos alcatruzes somos, uns a subir, outros a descer, movidos pela manivela do egoísmo."
CAPÍTULO XX,A verdade!
CAPÍTULO XX,"Se ela é feia, para quê oferecê-la em painéis ao público!?"
CAPÍTULO XX,A verdade do coração humano!
CAPÍTULO XX,"Se o coração humano tem filamentos de ferro que o prendem ao barro de onde saiu, ou pesam nele e o submergem no charco da culpa primitiva, para que é emergi-lo, retratá-lo e pô-lo à venda!?"
CAPÍTULO XX,"Os reparos são de quem tem o juízo no seu lugar; mas, pois que eu perdi o meu a estudar a verdade, já agora a desforra que tenho é pintá-la como ela é, feia e repugnante."
CAPÍTULO XX,"A desgraça afervora, ou quebra o amor?"
CAPÍTULO XX,Isso é que eu submeto à decisão do leitor inteligente.
CAPÍTULO XX,Factos e não teses é que eu não trago para aqui.
CAPÍTULO XX,"O pintor retrata uns olhos, e não explica as funções óticas do aparelho visual."
CAPÍTULO XX,"Ao cabo de dezanove meses de cárcere, Simão Botelho almejava um raio de sol, uma lufada de ar não coada pelos ferros, o pavimento do céu, pois o da abóboda do seu cubículo pesava-lhe sobre o peito."
CAPÍTULO XX,Ânsia de viver era a sua; não era já a ânsia de amar.
CAPÍTULO XX,"Seis meses de sobressaltos diante da forca deviam distender-lhe as fibras do coração; e o coração para o amor quer-se forte e tenso, de uma certa rijeza, que se ganha com o bom sangue, com os anseios das esperanças, e com as alegrias que o enchem e reforçam para os reveses."
CAPÍTULO XX,"Caiu a forca pavorosa dos olhos de Simão; mas os pulsos ficaram em ferros, o pulmão ao ar mortal das cadeias, o espírito entanguido na glacial estupidez de umas paredes salitrosas, e de um pavimento que ressoa os derradeiros passos do último padecente, e de um teto que filtra a morte a gotas de água."
CAPÍTULO XX,"O que é o coração, o coração dos dezoito anos, o coração sem remorsos, o espírito anelante de glórias, ao cabo de dezoito meses de estagnação da vida?"
CAPÍTULO XX,"O coração é a víscera, ferida de paralisia, a primeira que falece sufocada pelas rebeliões da alma que se identifica à natureza, e a quer, e se devora na ânsia dela, e se estorce nas agonias da amputação, para as quais a saudade da ventura extinta é um cautério em brasa; e o amor, que leva ao abismo pelo caminho da sonhada felicidade, não é sequer um refrigério."
CAPÍTULO XX,"Ao deslaçar da garganta a corda da justiça, Simão Botelho teve uma hora de desafogo, como que sentia o patíbulo lascar entre os seus braços, e então convidou o coração da mulher que o perdera a assistir às segundas núpcias da sua vida com a esperança."
CAPÍTULO XX,"Depois, a passo igual, a esperança fugia-lhe para as areias da Ásia, e o coração entumecia-se de fel, o amor afogava-se nele, morte inevitável, quando não há abertura por onde a esperança entre a luzir na escuridão íntima."
CAPÍTULO XX,"Esperança para Simão Botelho, qual?"
CAPÍTULO XX,"A Índia, a humilhação, a miséria, a indigência."
CAPÍTULO XX,E os anelos daquela alma tinham mirrado as ambições de um nome.
CAPÍTULO XX,"Para a felicidade do amor envidava as forças do talento; mas, além do amor, estava a glória, o renome e a vã imortalidade, que só não é demência nas grandes almas e nos génios que se sentem previver nas gerações vindouras."
CAPÍTULO XX,"Mas grinaldas de amor a escorrerem sangue dos espinhos, essas infiltram veneno corrosivo no pensamento, apagam no seio a faísca das nobres ousadias, apoucam a ideia que abrangera mundos, e paralisam de mortal espasmo os estos do coração."
CAPÍTULO XX,"Assim te sentias tu, infeliz, quando dezoito meses de cárcere, com o patíbulo ou degredo na linha do teu porvir, te tinham matado o melhor da alma."
CAPÍTULO XX,"A ti mesmo perguntavas pelo teu passado, e o coração, ousava-se responder, retraía-se, recriminado pelos ditames da razão."
CAPÍTULO XX,"De além, daquele convento onde outra existência agonizava, gementes queixas te vinham espremer fel na chaga; e tu, que não sabias nem podias consolar, pedias palavras ao anjo da compaixão para ela, e recebias as do demónio do desespero para ti."
CAPÍTULO XX,"Os dez anos de ferros em que lhe quiseram minorar a pena, eram-lhe mais horrorosos que o patíbulo."
CAPÍTULO XX,"E aceitá-los-ia, por ventura, se amasse o Céu, onde Teresa bebia o ar, que nos pulmões se lhe formava em peçonha?"
CAPÍTULO XX,"Creio: antes a masmorra, onde pode se ouvir o som abafado de uma voz amiga; antes os paroxismos de dez anos sobre as lajes húmidas de uma enxovia, se, na hora extrema, a última faísca da paixão, ao bruxulear para morrer, nos ilumina o caminho do Céu por onde o anjo do amor desditoso se levantou a dar conta de si a Deus, e a pedir a alma do que ficou."
CAPÍTULO XX,"Teresa pediu a Simão que aceitasse dez anos de cadeia, e esperasse aí a sua redenção por ela."
CAPÍTULO XX,"Dez anos! — dizia-lhe a enclausurada de Monchique. — Em dez anos terá morrido o meu pai e eu serei tua esposa, e irei pedir ao rei que te perdoe, se não tiveres cumprido a sentença."
CAPÍTULO XX,"Se vais para o degredo, perder-te-ei para sempre, Simão, porque morrerás ou não te lembrarás de mim, quando voltares."
CAPÍTULO XX,Como a pobre se iludia nas horas em que as débeis forças de vida se lhe concentravam no coração!
CAPÍTULO XX,"As ânsias, a lividez, o deperecimento tinham voltado."
CAPÍTULO XX,"O sangue, que criara de novo, já lhe saía em golfadas com a tosse."
CAPÍTULO XX,"Se por amor ou piedade o condenado aceitasse os ferrolhos três mil seiscentas e cinquenta vezes corridos sobre as suas longas noites solitárias, nem assim Teresa susteria a pedra sepulcral que a vergava de hora a hora."
CAPÍTULO XX,"Não esperes nada, mártir — escrevia-lhe ele. — A luta com a desgraça é inútil, e eu não posso já lutar."
CAPÍTULO XX,Foi um atroz engano o nosso encontro.
CAPÍTULO XX,Não temos nada neste mundo.
CAPÍTULO XX,Caminhemos ao encontro da morte.
CAPÍTULO XX,Há um segredo que só no sepulcro se sabe.
CAPÍTULO XX,Ver-nos-emos?
CAPÍTULO XX,Vou para o degredo.
CAPÍTULO XX,"Abomino a pátria, abomino a minha família; todo este solo está aos meus olhos coberto de forcas, e quando os homens falam a minha língua, creio que os ouço vociferar as imprecações do carrasco."
CAPÍTULO XX,"Em Portugal, nem a liberdade com a opulência; nem já agora a realização das esperanças que me dava o teu amor, Teresa!"
CAPÍTULO XX,"Esquece-te de mim, e adormece no seio do nada."
CAPÍTULO XX,"Eu quero morrer, mas não aqui."
CAPÍTULO XX,"Apague-se a luz dos meus olhos; mas a luz do céu, quero-a Quero ver o céu no meu último olhar."
CAPÍTULO XX,Não me peças que aceite dez anos de prisão.
CAPÍTULO XX,Tu não sabes o que é o cativo de dez anos!
CAPÍTULO XX,Não compreendes a tortura dos meus vinte meses.
CAPÍTULO XX,"A voz única que tenho ouvido é a da mulher piedosa que me esmola o pão de cada dia, e a do guarda que me veio dar a sarcástica boa nova de uma graça real, que me comuta o morrer instantâneo da forca pelas agonias de dez anos de cárcere."
CAPÍTULO XX,"Salva-te, se poderes, Teresa."
CAPÍTULO XX,Renuncia ao prestígio de um grande desgraçado.
CAPÍTULO XX,"Se o teu pai te chama, vai."
CAPÍTULO XX,"Se tem de renascer para ti uma aurora de paz, vive para a felicidade desse dia."
CAPÍTULO XX,"E senão, morre, Teresa, que a felicidade é a morte, é o desfazerem-se em pó as fibras laceradas pela dor, é o esquecimento que salva das injúrias a memória dos padecentes."
CAPÍTULO XX,"As palavras únicas de Teresa, em resposta àquela carta, significativa da turbação do infeliz, foram estas: Morrerei, Simão, morrerei."
CAPÍTULO XX,Perdoa tu o meu destino.
CAPÍTULO XX,Perdi-te.
CAPÍTULO XX,"Bem sabes que sorte eu queria dar-te... mas morrerei, porque não posso, nem poderei jamais resgatar-te."
CAPÍTULO XX,"Se podes, vive; não te peço que morras, Simão; quero que vivas para me chorares."
CAPÍTULO XX,Consolar-te-á o meu espírito.
CAPÍTULO XX,Estou tranquila.
CAPÍTULO XX,Vejo a aurora da paz.
CAPÍTULO XX,"Adeus até ao Céu, Simão."
CAPÍTULO XX,Seguiram-se a esta carta muitos dias de terrível taciturnidade.
CAPÍTULO XX,Simão Botelho não respondia às perguntas de Mariana.
CAPÍTULO XX,Di-lo-íeis arroubado nas voluptuosas angústias do seu próprio aniquilamento.
CAPÍTULO XX,"A criatura posta por Deus ao lado daqueles dezoito anos tão atribulados chorava; mas as lágrimas, se Simão as via, tiravam-no da mudez sossegada para ímpetos de aflição, que afinal o extenuavam."
CAPÍTULO XX,Decorreram ainda seis meses.
CAPÍTULO XX,"E Teresa vivia, dizendo às suas consternadas companheiras que sabia ao certo o dia do seu trespasse."
CAPÍTULO XX,Duas primaveras vira Simão Botelho pelas grades do seu cárcere.
CAPÍTULO XX,"A terceira já enflorava as hortas, e esverdeava as florestas do Candal."
CAPÍTULO XX,Era em Março de 1807.
CAPÍTULO XX,"No dia 10 desse mês, recebeu o condenado intimação para sair na primeira embarcação que levantava âncora do Douro para a Índia."
CAPÍTULO XX,"Nesse tempo vinham aqui os navios buscar os degredados, e recebiam em Lisboa os que tinham igual destino."
CAPÍTULO XX,"Nenhum estorvo impedia o embarque de Mariana, que se apresentou ao corregedor do crime como criada do degredado, com passagem paga pelo seu amo. — E a passagem vale-a bem! — disse o galhofeiro magistrado."
CAPÍTULO XX,"Simão assistiu ao encaixotar da sua bagagem, numa quietação terrível, como se ignorasse o seu destino."
CAPÍTULO XX,"Quis muitas vezes escrever a derradeira carta à moribunda Teresa, e nem sinal de lágrimas podia já enviar-lhe no papel. — Que trevas, meu Deus! — exclamava ele, e arrancava a mãos-cheias os cabelos. — Dai-me lágrimas, Senhor!"
CAPÍTULO XX,"Deixai-me chorar, ou matai-me, que este sofrimento é insuportável!"
CAPÍTULO XX,"Mariana contemplava estarrecida estes e outros lances de loucura, ou os não menos medonhos da letargia. — E Teresa! — gritava ele, surgindo subitamente do seu espasmo. — E aquela infeliz menina que eu matei!"
CAPÍTULO XX,"Não hei de vê-la mais, nunca mais!"
CAPÍTULO XX,Ninguém me levará ao degredo a notícia da sua morte!
CAPÍTULO XX,"E quando eu a chamar para que me veja morrer digno dela, quem te dirá que eu morri?"
CAPÍTULO XXI,"A 17 de Março de 1807, saiu dos cárceres da Relação Simão António Botelho, e embarcou no cais da Ribeira, com setenta e cinco companheiros."
CAPÍTULO XXI,"O filho do ex-corregedor de Viseu, a pedido do desembargador Mourão Mosqueira, e por ordem do regedor das justiças, não ia amarrado com cordas ao braço de algum companheiro."
CAPÍTULO XXI,"Desceu da cadeia ao embarque, ao lado de um meirinho, e seguido de Mariana, que vigiava as caixas da bagagem."
CAPÍTULO XXI,"O magistrado, fiel amigo de D Rita Preciosa, foi a bordo da nau, e recomendou ao comandante que distinguisse o condenado Simão, consentindo-o na tolda, e sentando-o à sua mesa."
CAPÍTULO XXI,"Chamou Simão de parte, e deu-lhe um cartucho de dinheiro em ouro, que a sua mãe lhe enviava."
CAPÍTULO XXI,"Simão Botelho aceitou o dinheiro, e na presença de Mourão Mosqueira, pediu ao comandante que fizesse distribuir pelos seus companheiros de degredo o dinheiro que lhe dava."
CAPÍTULO XXI,— O senhor Simão está demente? — disse o desembargador.
CAPÍTULO XXI,— Tenho a demência da dignidade: por amor da minha dignidade me perdi; quero agora ver a que extremo de infortúnio ela pode levar os seus amantes.
CAPÍTULO XXI,A caridade só não me humilha quando parte do coração e não do dever.
CAPÍTULO XXI,Não conheço a pessoa que me remeteu este dinheiro.
CAPÍTULO XXI,— É a sua mãe — disse Mosqueira.
CAPÍTULO XXI,— Não tenho mãe. Quer a vossa excelência remeter-lhe esta esmola rejeitada?
CAPÍTULO XXI,"— Não, senhor."
CAPÍTULO XXI,"— Então, senhor comandante, cumpra o que lhe peço, ou eu atiro com isto ao rio."
CAPÍTULO XXI,"O comandante aceitou o dinheiro, e o desembargador saiu de bordo como espantado da sinistra condição do rapaz."
CAPÍTULO XXI,— Onde é Monchique? — perguntou Simão a Mariana.
CAPÍTULO XXI,"— É para além, senhor Simão — respondeu, indicando-lhe o mosteiro, que se debruça sobre a margem do Douro, em Miragaia."
CAPÍTULO XXI,"Cruzou os braços Simão, e viu, através do gradeamento do miradouro, um vulto."
CAPÍTULO XXI,Era Teresa.
CAPÍTULO XXI,"Na véspera recebera ela o adeus de Simão, e respondera enviando-lhe a trança dos seus cabelos."
CAPÍTULO XXI,"Ao anoitecer daquele dia, pediu Teresa os sacramentos, e comungou à grade do coro, onde se foi amparando à sua criada."
CAPÍTULO XXI,"Parte das horas da noite passou- as sentada ao pé do santuário da sua tia, que toda a noite orou."
CAPÍTULO XXI,"Algumas vezes pediu que a levassem à janela que se abria para o mar, e não sentia ali a brisa fria."
CAPÍTULO XXI,"Conversava serenamente com as freiras, despedira-se de todas, uma a uma, indo pelo seu pé às celas das senhoras entrevadas para lhes dar o beijo da despedida."
CAPÍTULO XXI,"Todas tentaram reanimá-la, e Teresa sorria, sem responder aos piedosos artifícios com que as boas almas a si mesmas queriam simular esperanças."
CAPÍTULO XXI,"Ao abrir da manhã, Teresa leu uma a uma as cartas de Simão Botelho."
CAPÍTULO XXI,As que tinham sido escritas nas margens do Mondego enterneciam-na a copiosas lágrimas.
CAPÍTULO XXI,"Eram hinos à felicidade prevista: eram tudo que mais formoso pode dar o coração humano, quando a poesia da paixão dá cor ao pensamento, e uma formosa e inspirativa natureza lhe empresta os seus esmaltes."
CAPÍTULO XXI,"Então lhe acudiam vivas reminiscências daqueles dias: a sua alegria doida, as suas doces tristezas, esperanças a desvanecerem saudades, os mudos colóquios com a irmã querida de Simão, o céu aromático que se lhe alargava à aspiração sôfrega de vagos desejos, tudo, enfim, que lembra a desgraçados."
CAPÍTULO XXI,"Emaçou depois as cartas, e cintou-as com fitas de seda desenlaçadas de raminhos de flores murchas, que Simão, dois anos antes, lhe atirara da sua janela ao quarto dela."
CAPÍTULO XXI,"As pétalas das flores soltas quase todas se desfizeram, e Teresa, contemplando-as, disse: — Como a minha vida. — e chorou, beijando os cálices desfolhados das primeiras que recebera."
CAPÍTULO XXI,"Deu as cartas a Constança, e encarregou-a de uma ordem, a respeito delas, que logo veremos cumprida."
CAPÍTULO XXI,"Depois foi orar, e esteve ajoelhada meia hora, com meio corpo inclinado sobre uma cadeira."
CAPÍTULO XXI,"Erguendo-se, quase tirada pela violência, aceitou uma xícara de caldo, e murmurou com um sorriso. — Para a viagem."
CAPÍTULO XXI,"Às nove horas da manhã pediu a Constança que a acompanhasse ao miradouro, e sentando-se em ânsias mortais, nunca mais desfitou os olhos da nau, que já estava de verga alta, esperando a leva dos degredados."
CAPÍTULO XXI,"Quando viu, dois a dois, entrarem amarrados, no tombadilho, os condenados, Teresa teve um breve acidente, em que a já frouxa claridade dos olhos se lhe apagou, e as mãos convulsas pareciam querer aferrar a luz fugitiva."
CAPÍTULO XXI,Foi então que Simão Botelho a viu.
CAPÍTULO XXI,"E ao mesmo tempo atracou à nau um bote em que vinha a pobre de Viseu, chamando Simão."
CAPÍTULO XXI,"Foi ele ao portaló, e estendendo o braço à mendiga, recebeu o pacotinho das suas cartas."
CAPÍTULO XXI,"Reconheceu ele que a primeira não era a sua, pela lisura do papel, mas não a abriu."
CAPÍTULO XXI,Ouviu-se a voz de levar âncora e largar amarras.
CAPÍTULO XXI,"Simão encostou-se à amurada da nau, com os olhos fitos no miradouro."
CAPÍTULO XXI,"Viu agitar-se um lenço, e ele respondeu com o seu àquele aceno."
CAPÍTULO XXI,"Desceu a nau ao mar, e passou fronteira ao convento."
CAPÍTULO XXI,"Distintamente Simão viu um rosto e uns braços suspensos nas barras de ferro; mas não era Teresa aquele rosto: seria antes um cadáver que subiu da clausura ao miradouro, com os ossos da cara inchados ainda das herpes da sepultura. — É Teresa? — perguntou Simão a Mariana. — É senhor, é ela — disse num afogado gemido a generosa criatura, ouvindo o seu coração dizer-lhe que a alma do condenado iria breve no seguimento daquela por quem se perdera."
CAPÍTULO XXI,"De repente aquietou o lenço que se agitava no miradouro, e viu Simão um movimento impetuoso de alguns braços, e o desaparecimento de Teresa e do vulto de Constança, que ele depois reparara."
CAPÍTULO XXI,A nau parou defronte de Sobreiras.
CAPÍTULO XXI,Uma nuvem no horizonte da barra e o súbito encapelamento das ondas causaram a suspensão da viagem anunciada pelo comandante.
CAPÍTULO XXI,"Em seguida, velejou da Foz uma catraia com o piloto-mor, que mandava lançar ferro até novas ordens."
CAPÍTULO XXI,"Mais tarde, adiou-se a viagem para o dia seguinte."
CAPÍTULO XXI,"E no entanto, Simão Botelho, como um cadáver embalsamado, cujos olhos artificiais rebrilham cravados e imotos num ponto, lá tinha os seus imersos na anterior escuridade do miradouro."
CAPÍTULO XXI,Nenhum sinal de vida.
CAPÍTULO XXI,E as horas passaram até que o derradeiro raio de sol se apagou nas grades do mosteiro.
CAPÍTULO XXI,"Ao escurecer, voltou de terra o comandante, e contemplou, com os olhos embaciados de lágrimas, o desterrado, que contemplava as primeiras estrelas iminentes ao miradouro. — Procura-a no Céu? — disse o marinheiro. — Se a procuro no Céu! — repetiu maquinalmente Simão. — Sim."
CAPÍTULO XXI,"No Céu deve ela estar. — Quem, senhor? — Teresa. — Teresa!"
CAPÍTULO XXI,"Morreu? — Morreu, além, no miradouro, de onde ela estava a acenar."
CAPÍTULO XXI,"Simão curvou-se sobre a amurada, e fitou os olhos na corrente de água."
CAPÍTULO XXI,"O comandante lançou-lhe os braços e disse: — Coragem, grande desgraçado, coragem!"
CAPÍTULO XXI,Os homens do mar também creem em Deus!
CAPÍTULO XXI,Espere que o Céu se abra para si pelas súplicas daquele anjo!
CAPÍTULO XXI,"Mariana estava um passo atrás de Simão, e tinha as mãos erguidas."
CAPÍTULO XXI,"— Acabou-se tudo!.. — murmurou Simão — Eis-me livre, para a morte."
CAPÍTULO XXI,"Senhor comandante — continuou ele energicamente -, eu não me suicido. Pode deixar-me."
CAPÍTULO XXI,— Peço-lhe que se recolha à câmara.
CAPÍTULO XXI,O seu beliche está ao pé do meu.
CAPÍTULO XXI,— É obrigatório recolher-me?
CAPÍTULO XXI,"— Para vossa senhoria não há obrigações; há rogos: peço-lho, não mando."
CAPÍTULO XXI,"— Vou, e agradeço a compaixão."
CAPÍTULO XXI,"Mariana seguiu-o com aquele olhar quebrado e mavioso do Jau, quando o poeta desembarcava, segundo a ideia apaixonada do cantor de Camões."
CAPÍTULO XXI,"Encarou nela Simão, e disse ao comandante:"
CAPÍTULO XXI,— E esta infeliz?
CAPÍTULO XXI,— Que o siga. — respondeu o compassivo homem do mar.
CAPÍTULO XXI,"Simão recolheu-se ao beliche, e o comandante sentou-se em frente dele, e Mariana ficou no escuro da câmara a chorar."
CAPÍTULO XXI,"— Fale, senhor Simão! — disse o comandante — desafogue e chore."
CAPÍTULO XXI,"— Chorei, senhor!"
CAPÍTULO XXI,— Eu não tinha imaginado uma angústia igual à sua.
CAPÍTULO XXI,A invenção humana não criou ainda um quadro tão atroz.
CAPÍTULO XXI,"Arrepiam-se-me os cabelos, e tenho visto espetáculos horríveis na terra e no mar."
CAPÍTULO XXI,"Pacientemente, o comandante levava Simão ao desabafo."
CAPÍTULO XXI,Não respondia o condenado.
CAPÍTULO XXI,"Ouvia os soluços de Mariana, e tinha os olhos postos no maço das cartas, que pusera sobre um banco."
CAPÍTULO XXI,"O capitão prosseguiu: — Quando em Miragaia me contaram a morte daquela senhora, pedi a uma pessoa relacionada no convento que me levasse a ouvir de alguma freira a triste história."
CAPÍTULO XXI,Uma religiosa ma contou; mas eram mais os gemidos que as palavras.
CAPÍTULO XXI,"Soube que ela, quando descíamos na altura do Douro, proferia em alta voz: — Simão, adeus até à eternidade!"
CAPÍTULO XXI,E caiu nos braços de uma criada.
CAPÍTULO XXI,"A criada gritou, outras foram ao miradouro, e trouxeram-na meio morta para baixo, ou morta, melhor direi, que nenhuma palavra mais lhe ouviram."
CAPÍTULO XXI,"Depois contaram-me o que ela penara em dois anos e nove meses naquele mosteiro; o amor que ela lhe tinha, e as mil mortes que ali padeceu, de cada vez que a esperança lhe morria."
CAPÍTULO XXI,"Que desgraçada menina, e que desgraçado rapaz o senhor é!"
CAPÍTULO XXI,"— Por pouco tempo. — disse Simão, como se o dissesse a si próprio, ou a própria imaginação estivesse a dialogar consigo mesmo."
CAPÍTULO XXI,"— Creio, creio, por pouco tempo — prosseguiu o capitão —, mas se os amigos pudessem salvá-lo, senhor, eu dar-lhos-ia na Índia mais fiéis que em Portugal."
