Title,Cited by,DOI,Link,Abstract,AuthorKeyword_1,AuthorKeyword_2,AuthorKeyword_3,AuthorKeyword_4,AuthorKeyword_5,AuthorKeyword_6,AuthorKeyword_7,AuthorKeyword_8,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Author_7
"Mirroring misogyny in Hell Choson: Megalia, womad, and Korea’s feminism in the age of digital populism",1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106458609&partnerID=40&md5=adb21f0b8be74384abe0c19447f51f07,"In recent years digital populism has emerged in South Korea as a new type of political behavior, marked by the political use of the internet as both a form of political participation and an instrument of mobilization. Technological advances and the diffusion of social media have enabled social polarization, rooted in post-Asian Financial Crisis neoliberal policies, to take on a new, more intense, emotional, and radical dimension in the virtual environment. The article examines a case study of an online conflict over the issue of misogyny in 2015–2016 to reflect on how a group of online feminists, namely Megalia and its splinter off-shoot Womad, have used the new media as a terrain for challenging the pervasive misogyny in Korean society. As the article focuses on the online activists’ strategy of mirroring, it highlights how the experiences and worldviews of members of both groups are rooted in identity politics and argues that the understanding of this online conflict should be embedded in similar global and national socioeconomic processes. Lastly, the case study also identifies some of the challenges that online feminism has encountered in Korea. © 2020 British Association for Korean Studies. All rights reserved.",Digital populism,Feminism,Megalia,Mirroring strategy,Misogyny,South Korea,Womad,,Kim Y.,,,,,,
Speculating with glitches: Keeping the future moving,2,10.1332/204378920X16043719041171,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103102943&doi=10.1332%2f204378920X16043719041171&partnerID=40&md5=2522d7911d83b73fd138c1cfff56dd4b,"This paper explores the glitch as a generative problem which is capable of introducing unanticipated possibilities and futures into situations. We understand the glitch as a sociomaterial encounter rather than merely a technical error, and argue that it calls for (re)consideration of here-and-now possible futures through practices of response and repair. Exploring the ways that people seek to respond to glitches, we consider two case studies in which unexpected problems provoke those involved to speculate playfully and practically about new possibilities. In the first case, a malfunctioning ‘Teacherbot’ incites new challenges and pedagogical opportunities in an online learning environment. In the second, Hungarian activists creatively use infrastructural and political problems to make new spaces of protest and to press the government to respond to their concerns. Considering these empirical cases allows us to observe how playful and disruptive dispositions have worked to question the terms of possible futures in the real world, and to unsettle the seemingly given terms of power-relations. Glitches are not a panacea, but they can provide an impetus to act from within situations that are uncertain, and can therefore point to new trajectories and possible futures. © Bristol University Press 2021.",Activism,Education,Futures,Glitch,Sociomateriality,Speculation,,,Bodden S.,Ross J.,,,,,
Physiological responses to proposals during dyadic decision-making conversations,3,10.1371/journal.pone.0244929,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100182092&doi=10.1371%2fjournal.pone.0244929&partnerID=40&md5=278b41fa6462831882560e7f651f9c4b,"A novel conversation-analytically informed paradigm was used to examine how joint decision-making interaction, with its various types of proposal sequences, is reflected in the physiological responses of participants. Two types of dyads-dyads with one depressed and one non-depressed participant (N = 15) and dyads with two non-depressed participants (N = 15)-engaged in a series of conversational joint decision-making tasks, during which we measured their skin conductance (SC) responses. We found that the participants' SC response rates were higher and more synchronized during proposal sequences than elsewhere in the conversation. Furthermore, SC response rates were higher when the participant was in the role of a proposal speaker (vs. a proposal recipient), and making a proposal was associated with higher SC response rates for participants with depression (vs. participants without depression). Moreover, the SC response rates in the proposal speaker were higher when the recipient accepted (vs. not accepted) the proposal. We interpret this finding with reference to accepting responses suggesting a commitment to future action, for which the proposal speaker may feel specifically responsible for. A better understanding of the physiological underpinnings of joint decision-making interaction may help improve democratic practices in contexts where certain individuals experience challenges in this regard. © 2021 Stevanovic et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,,,,,,,,Stevanovic M.,Tuhkanen S.,Jarvensivu M.,Koskinen E.,Savander E.,Valkia K.,
Introduction: Old and new approaches to ancient material culture,,10.1163/9789004440753_002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099352241&doi=10.1163%2f9789004440753_002&partnerID=40&md5=379b3da77c19d0499967f3499076fedf,[No abstract available],,,,,,,,,Cooper C.L.,,,,,,
Human-centred artificial intelligence for designing accessible cultural heritage,11,10.3390/app11020870,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099828772&doi=10.3390%2fapp11020870&partnerID=40&md5=a38f18383bf626c10d0c0a5f54677d03,"This paper reviews the literature concerning technology used for creating and delivering accessible museum and cultural heritage sites experiences. It highlights the importance of the delivery suited for everyone from different areas of expertise, namely interaction design, pedagogical and participatory design, and it presents how recent and future artificial intelligence (AI) developments can be used for this aim, i.e.,improving and widening online and in situ accessibility. From the literature review analysis, we articulate a conceptual framework that incorporates key elements that constitute museum and cultural heritage online experiences and how these elements are related to each other. Concrete opportunities for future directions empirical research for accessibility of cultural heritage contents are suggested and further discussed. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Accessibility,Artificial intelligence,Cultural heritage,Explainable artificial intelligence,Generative models,Image captioning,Museums,Natural language processing,Pisoni G.,Díaz-Rodríguez N.,Gijlers H.,Tonolli L.,,,
Becoming Interdisciplinary: Fostering Critical Engagement with Disaster Data,2,10.1145/3449242,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128452314&doi=10.1145%2f3449242&partnerID=40&md5=fd0c69059c3636dbb60bcadb0d6dccef,"ICTs such as mapping platforms, algorithms, and databases are a central component of how society responds to the threats posed by disasters. However, these systems have come under increasing criticism in recent years for prioritizing technical disciplines over insights from the humanities and social science and failing to adequately incorporate the perspectives of at-risk or affected communities. This paper describes a unique month-long workshop that convened interdisciplinary experts to collaborate on projects related to flood data. In addition to findings about the practical accomplishment of interdisciplinary collaboration, we offer three interrelated contributions. First, we position interdisciplinarity as a critical practice and offer a detailed example of how we staged this process. We then discuss the benefits to interdisciplinarity of expanding the range of temporal logics normally deployed in design workshops. Finally, we reflect on approaches to evaluating the event's contributions toward sustained critique and reform of expert practice. © 2021 ACM.",crisis informatics,critical technical practice,interdisciplinarity,participatory design,workshops,,,,Soden R.,Lallemant D.,Hamel P.,Barns K.,,,
"In tension with progression: Grasping the frictional tendencies of speculative, critical, and other alternative designs",8,10.1145/3411764.3445406,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106704068&doi=10.1145%2f3411764.3445406&partnerID=40&md5=d20e13588ed499f5e5350e12cb909ac8,"Speculative design, critical design, and other alternative designs have emerged as popular approaches and burgeoning traditions within HCI and design research. While examples of this work abound, comparatively little theory exists for grasping alternative designs, and for explicating their relation to other types of design and to design in general. In response this paper develops the key concepts of progressional design, frictional design, and design as prefiguration. The progressional conceptualization of design holds that designs have a primary purpose, and that purpose is to ultimately converge toward and ideally arrive at production. The frictional conceptualization of design radically relaxes teleological assumptions and productional expectations. Frictional designs prefigure possibilities that are compellingly resistant to further progression and final production. Prefiguration grounds both progression and friction in the idea that designs are partial, provisional, and potentially preliminary actualizations of possible futures. To illustrate frictional design, this paper outlines a framework of 5 frictional tendencies: diverging, opposing, accelerating, counterfactualizing, and analogizing. These tendencies represent ways in which frictional designs are directionally in tension with the arrowlike vector of progressional design. Several additional concepts are discussed in conclusion to further explicate more nuanced relational potentials between friction and progression: transproductional uses, teleological ambiguity, and relational multiplicity. © 2021 ACM.",Critical design,Design,Design fiction,Design theory,Speculative design,,,,Pierce J.,,,,,,
Research Anthology on Improving Health Literacy Through Patient Communication and Mass Media,,10.4018/978-1-6684-2414-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127663012&doi=10.4018%2f978-1-6684-2414-8&partnerID=40&md5=5f94622e518962a75067c0a03747ff84,"Increasing health literacy among patients is a difficult task as medical jargon and healthcare directions can be overwhelming and difficult to comprehend. In today's digital world, people are more connected than ever before and have the ability to find healthcare information in a way that was not possible in recent years. Mass media and social media have become particularly influential in conveying health information to the public. With the amount of misinformation being spread, coupled with poor health literacy skills, it is imperative that new strategies and policies are undertaken to ensure that patients and the general public receive accurate information and are appropriately educated in order to provide them with the best possible knowledge and care. The Research Anthology on Improving Health Literacy Through Patient Communication and Mass Media provides an overview of the importance of health literacy and the various means to achieve health literacy for patients using several strategies and elements such as patient communication and mass media. The book covers health awareness challenges that have been faced recently and historically and pushes for better patient-provider communication. The book also examines the use of social media, virtual support groups, and technological tools that aid in the facilitation of health knowledge. Covering a range of key topics such as patient safety, health illiteracy, and eHealth, this anthology is crucial for healthcare professionals, researchers, academicians, students, and those interested in understanding the importance of health literacy and how it connects to media and communication. © 2022 by IGI Global. All rights reserved.",,,,,,,,,Information Resources Management Association USA,,,,,,
"Respawn, Reload, Relate: Exploring the Self-Care Possibilities for Mental Health in Games through a Humanistic Lens",,10.1145/3474690,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117099056&doi=10.1145%2f3474690&partnerID=40&md5=4fe894f9e361a8997a7b2051542c7528,"Games have the potential to not only entertain and immerse people, but can be used as vehicles for meaning-making. Given these qualities, games are approached as inspiration for caring technologies, especially for mental health. This transformative process often prioritises learning from games as systems, but not necessarily from the experiences of people with mental distress who play games for self-care. In this paper, we report on a participatory workshop series that sets out to further illuminate the connection between games, self-care and mental health from a humanistic, person-centred perspective. Over four workshops, we engaged 16 people with experiences of mental distress in speculative making activities and discussions of how self-care technology inspired by games could be re-envisioned. By thematically analysing our discussions and collective sense-making, we showcase how participants actively ""re-frame""games for self-care. Finally, we sketch out how game developers and makers of gameful self-care technologies could build on our findings. © 2021 ACM.",gamefulness,games,gamification,health games,humanistic psychology,mental health,participatory design,person-centred counselling,Spors V.,Kaufman I.,,,,,
Digital transformation readiness: perspectives on academia and library outcomes in information literacy,9,10.1016/j.acalib.2021.102403,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108076369&doi=10.1016%2fj.acalib.2021.102403&partnerID=40&md5=135d5a5501ce3ea4cb2d6e424ab31aa3,"This study examines the readiness of a faculty for the social challenges caused by the digital transformation in academia with the use of covariance-based structural equation modeling (CBSEM). Based on the survey results, we have examined the interplay between factors related to digital transformation. The concepts of information literacy and digital literacy related to academic librarianship were used as the basis for the self-efficacy and empowerment necessary to achieve individual success during digital changes in the academic community. We then checked how such a sense of empowerment among academics explains the presence of information culture in this community and different approaches to information management. The factors of information management and information use were presented as affecting a university's institutional readiness for the new requirements of digital transformation from the perspective of governance issues. The findings highlight that information literacy underlies academics' empowerment and a high level of self-efficacy driven by this literacy can also be indirectly translated into the formation of pro-active information culture that strengthens an academic's position in creating information use outcomes and by making them ready for digital transformation. Through information literacy outcomes the academic libraries can turn out to be an important transformative force in terms of digital changes at universities. © 2021 The Author(s)",Academic community,Digital literacy,Digital transformation,Information culture,Information literacy,Information management,,,Deja M.,Rak D.,Bell B.,,,,
Multilingualism in Greater Poland court records (1386–1448): Tagging discourse boundaries and code-switching,,10.3366/COR.2020.0200,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098693268&doi=10.3366%2fCOR.2020.0200&partnerID=40&md5=6a292b2a403f2429e552d6028a5a9c2c,"This paper introduces the Electronic Repository of Greater Poland Oaths, eROThA (1386–1446), a digitisation project of a diplomatic edition of mediaeval land court oaths recorded in Latin and Old Polish, resulting in a small, lightly tagged specialised bilingual corpus. We present the background, aims, design and methodology of the project. We also discuss the problems and limitations entrenched in turning a printed diplomatic edition into a machine-readable diplomatic edition equipped with a new interpretative layer that is sensitive to the switches between Latin and Old Polish. In addition to the automatic annotation of code-switched items on the basis of typographic characteristics of the printed edition, flexible coding of recurrent language and discourse boundary phenomena has been introduced manually to account for linguistically ambiguous or neutral forms. The project offers a fully multilingual corpus, as well as customised Polish-only and Latin-only datasets, and enables filtered metadata searches in the online front-end. Overall, the report presents a methodology for constructing multilingual corpora in the context of legal cultures in medieval Central Europe that may be extrapolated to datasets originating in other periods and regions. © Edinburgh University Press.",Code-switching,Greater Poland,Mediaeval land courts,Old Polish,Tagging,,,,Włodarczyk M.,Kopaczyk J.,Kozak M.,,,,
A framework for constructing and evaluating the role of MR as a holographic virtual guide in museums,7,10.1007/s10055-020-00497-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098981007&doi=10.1007%2fs10055-020-00497-9&partnerID=40&md5=a3c1d9fc9b75b43d92c08e321af0c3c7,"Mixed reality (MR) is a cutting-edge technology at the forefront of many new applications in the tourism and cultural heritage sector. This study aims to reshape the museum experience by creating a highly engaging and immersive museum experience for visitors combing real-time visual, audio information and computer-generated images with museum artefacts and customer displays. This research introduces a theoretical framework that assesses the potential of MR guidance system in usefulness, ease of use, enjoyment, interactivity, touring and future applications. The evaluation introduces the MuseumEye MR application in the Egyptian Museum, Cairo using mixed method surveys and a sample of 171 participants. The results of the questionnaire highlighted the importance of the mediating the role of the tour guide in enhancing the relationship between perceived usefulness, ease of use, multimedia, UI design, interactivity and the intention of use. Furthermore, the results of this study revealed the potential future use of MR in museums and ensured sustainability and engagement past the traditional visitor museum experience, which heightens the economic state of museums and cultural heritage sectors. © 2021, The Author(s), under exclusive licence to Springer-Verlag London Ltd. part of Springer Nature.",Holographic system,Microsoft HoloLens,Mixed reality,Museums,Virtual guide,,,,Hammady R.,Ma M.,AL-Kalha Z.,Strathearn C.,,,
Demystifying consumer digital cocreated value: Social presence theory-informed framework and propositions,7,10.1177/2051570720961986,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094651262&doi=10.1177%2f2051570720961986&partnerID=40&md5=4e4a14e7269d9e55bfc73663efe67724,"While cocreation research proliferates, existing studies fail to isolate its manifestation through digital (vs non-digital) platforms. Moreover, extant research predominantly explores the cocreation process (vs its outcome of cocreated value), which therefore merits further scrutiny, particularly in the digital context. Based on these gaps, we explore consumer digital cocreated value (CDCV), which reflects the consumer-perceived value that arises by interacting, collaborating, or communicating with or through digital platforms (touch-points). We classify digital platforms as (1) human-to-human platforms (H2HPs; for example, social media), and (2) human-to-machine platforms (H2MPs), which comprise the sub-types of (a) robotic process automation-based platforms (e.g. call centers) and (b) machine/deep learning-based platforms (e.g. service robots). We next compose a social presence theory-informed framework that explores the effect of perceived platform intimacy and immediacy on CDCV for our proposed platforms. We formalize the framework’s associations by developing a set of Propositions, and conclude by discussing important implications that arise from this research. © l’Association Française du Marketing, 2020.",artificial intelligence,consumer digital cocreated value,digital platform,social presence theory,,,,,Hollebeek L.D.,Clark M.K.,Macky K.,,,,
Designs on Transcendence: Sketches of a TX Machine,2,10.1561/1100000082,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121644633&doi=10.1561%2f1100000082&partnerID=40&md5=65d94611666cbe08c8c26f6e832d9c91,"Despite the vast number of people who use technology as a part of their spiritual practice, there is little research on the subject in studies of Human-Computer Interaction (HCI). Although HCI takes the idea of user experience very seriously, the field gives almost no consideration to experiences with technology that might be described as spiritual or transcendent. This monograph reviews the work that HCI has produced in this area, but also draws on related research in psychology, philosophy, sociology, anthropology, digital religion, psychopharmacology, and neuroscience. The literature indicates that transcendent experiences can be facilitated physically (through natural environments, architecture, art, music), chemically (with psychedelic compounds such as psilocybin, LSD, ketamine, and mescaline), and also digitally (in virtual reality, meditation apps, and research prototypes). Many terms recur in the literature on transcendence describing it as - ineffable, intense, ephemeral, paradoxical and sometimes sacred; mystical transcendent experiences are characterized by unity, epiphany, and an altered perception of time and space; common emotional responses include ecstasy, tranquility, gratitude, awe, and reverence. Such experiences are similar across religious and cultural backgrounds but interpretations vary according to world view. Studies record benefits of transcendent experiences, such as substance use recovery and improved mental health. We explore the themes in the literature through an illustrated design fiction depicting a near-future conference on transcendent experience (TX) research. This is an extended and illustrated speculation around brain-computer interfaces that might evoke transcendent experiences. The monograph ends with a manifesto calling for a radically interdisciplinary field that would bridge cultural divides and move beyond models of health and well-being to establish new forums and venues for TX research. © 2021 M. Blythe and E. Buie.",,,,,,,,,Blythe M.,Buie E.,,,,,
Textual Migration Across the Baltic Sea: Creating a Database of Text Reuse Between Finland and Sweden,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139795937&partnerID=40&md5=638b655ea0f16e7483dcf95836faef95,"In this paper, we present a database and an interface on text reuse between newspapers and journals published in the Swedish language in Sweden and Finland during the 1645-1918 time frame. Using two national, digital newspaper collections, we detected their textual similarities with a computational method to study the textual migration, i.e., information flows, between the two countries. For purposes of this project, we developed a database of detected clusters of text reuse and an online interface to search, examine and analyse the transnational movement of information. The database, Text Reuse in the Swedish-language Press, 1645-1918, is accessible online and includes texts from over 1, 100 newspapers and journals published at approximately 150 locations at various times during the 274-year time frame. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0)",computational history,database construction,digital collections,Finland,historical newspaper,information flow,Sweden,text reuse,Paju P.,Salmi H.,Rantala H.,Lundell P.,Marjanen J.,Vesanto A.,
Internet regulation and crisis-related resilience: from Covid-19 to existential risks,,10.1080/10714421.2022.2129124,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139521156&doi=10.1080%2f10714421.2022.2129124&partnerID=40&md5=b12056db8010b2d62d3ba8c50189a3cb,"A broad literature on Internet regulation relies on imaginaries of the Internet as a socio-political technology. Deep mediatization of everyday life, however, increases the role of the Internet as a critical system for crisis response and mitigating global catastrophic risks. This article offers a theoretical contribution to exploring the role of regulation in crises through critical engagement with the concept of mediatization. The article addresses the question of what is “the meaning of Internet regulation in crisis situations and how it may diminish capacity to address future emergencies?” It stresses that understanding the consequences of mediatization in the context of future crises requires an exploration of Internet regulation from the mediational perspective and of the concept of generativity. Relying on an analysis of the role of digital platforms in Russia during the Covid-19 pandemic, the article illustrates how different forms of regulation limit resilience by restricting the generative potential of innovations that offer new forms of response to emerging threats. It highlights how the limitation of political freedoms in specific countries and the degree of global catastrophic risk are interrelated. © 2022 The Author(s). Published with license by Taylor & Francis Group, LLC.",Covid-19,crisis communication,deep mediatization,generativity,global catastrophic risk,Internet regulation,resilience,,Asmolov G.,,,,,,
"Choice, Negotiation, and Pluralism: a Conceptual Framework for Participatory Technologies in Museum Collections",,10.1007/s10606-022-09441-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137720737&doi=10.1007%2fs10606-022-09441-8&partnerID=40&md5=d67d69db2ef70d4d5cc18e28bbdf6d5b,"In an era of big data and fake news, museums’ collection practices are particularly important democratic cornerstones. Participatory technologies such as crowdsourcing or wikis have been put forward as a means to make museum collections more open and searchable, motivated by a desire for efficiency but also as a way to engage the public in the development of a more diverse and polyphonic heritage. However, there is a lack of a nuanced vocabulary to describe participatory technologies in terms of democracy. Without a deeper understanding of how technology shapes the overall structures, there is a risk that the tools instead undermine democratic ambitions. Addressing the need to conceptualize democracy in these contexts, we therefore develop a framework for participatory technologies with an eye toward the long-term development and preservation of cultural heritage. In this framework different democratic processes intersect with democratic values, from a liberal conception of democracy to a more deliberative democracy, to an agonistic pluralism emphasizing the importance of acknowledging conflict and diversity. To firmly ground our vocabulary in museum collection practices, we have investigated two cases from museums in the US that have opposite participatory strategies for enriching images with metadata; the Smithsonian Transcription Center, and the National Gallery of Art collection on Wikimedia Commons. These cases demonstrate how the framework can be used to identify patterns of participation showing the support for different values and processes. Furthermore, our conceptual investigation points out a contradiction in Human–Computer Interaction (HCI) research, between the pluralism and conflicts emphasized in more critical and participatory design perspectives used in the development of design, and the features in the actual design of participatory technologies, emphasizing consistency and access. © 2022, The Author(s).",Authorized heritage discourse,Crowdsourcing,Digital heritage,Metadata,Participatory museum,Participatory technologies,Value sensitive design,,Hansson K.,Dahlgren A.N.,,,,,
Digital practices tracing: studying consumer lurking in digital environments,,10.1080/0267257X.2022.2105385,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135491753&doi=10.1080%2f0267257X.2022.2105385&partnerID=40&md5=7d7aca111909ab4dbe63839cbca3dc10,"The aim of this article is to offer a methodological framework for a systematic capture and analysis of consumer lurking practices in digital environments. Despite the prevalence of lurking, it is still an understudied topic in marketing and consumer research due to methodological constraints. To remedy this, we introduce Digital Practices Tracing (DPT), a novel methodological framework integrating digital methods and post-phenomenological inquiry. This combination allows capturing naturally occuring digital lurking practices and uncovering their underlying motivations. The article’s contribution is threefold. First, it provides a detailed research protocol that can be easily applied and further scaled. Second, it applies the methodology to make invisible lurking practices on social media visible. Third, it introduces an ad hoc taxonomy of digital lurking practices useful to trace and measure them. © 2022 Westburn Publishers Ltd.",digital methods,Digital practices,lurking,postphenomenological inquiry,screencast videography,social media,tracking devices,,Audy Martínek P.,Caliandro A.,Denegri-Knott J.,,,,
Designing a Data Visualisation for Interdisciplinary Scientists. How to Transparently Convey Data Frictions?,,10.1007/s10606-022-09432-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134664163&doi=10.1007%2fs10606-022-09432-9&partnerID=40&md5=f2afca0ed164268900d12e7ccbc64bb9,"This study investigates how the frictions that emerge while synthesising disparate datasets can be transparently conveyed in a single data visualisation. We encountered this need while being embedded in an academic consortium of four epistemologically-distant scientific teams, who wanted to develop new interdisciplinary hypotheses from their merged datasets. By inviting these scientists to collaboratively develop visualisation prototypes of their data within their own and then towards the other disciplines, we uncovered four data frictions that relate to discipline-specific interpretations of data, methodological approaches, ways of handling data uncertainties, as well as the large differences in dataset scale and granularity. We then recognised how the resulting visualisation prototypes contained several promising techniques that addressed these frictions transparently, such as retaining their overall visualisation context and using visual translators to mediate between differing scales. Driven by critical data discourse that calls for frictions to be foregrounded rather than be occluded, we generalised these techniques into a series of actionable design considerations. While originating from a single case of an interdisciplinary collaboration, we believe that our findings form a crucial step towards enabling a more transparent and accountable interdisciplinary data visualisation practice. © 2022, The Author(s), under exclusive licence to Springer Nature B.V.",Critical data visualisation,Data friction,Design activities,Interdisciplinary collaboration,Visualisation for collaboration,Visualisation transparency,,,Panagiotidou G.,Poblome J.,Aerts J.,Vande Moere A.,,,
"Citizen Science in Deliberative Systems: Participation, Epistemic Injustice, and Civic Empowerment",,10.1007/s11024-022-09467-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129764073&doi=10.1007%2fs11024-022-09467-8&partnerID=40&md5=b40fa9b6da650675544680a8b3d7fe6a,"In this paper, we bring together the literature on citizen science and on deliberative democracy and epistemic injustice. We argue that citizen science can be seen as one element of “deliberative systems,” as described by Mansbridge et al. But in order to fulfil its democratic potential, citizen science needs to be attentive to various forms of exclusion and epistemic injustice, as analyzed by Fricker, Medina and others. Moreover, to tap the potentials of citizen science from the perspective of deliberative democracy, it needs to move towards a more empowered approach, in which citizens do not only deliver data points, but also, in invited or uninvited settings, participate in discussions about the goals and implications of research. Integrating citizen science into the deliberative systems approach embeds it in a broader framework of democratic theory and suggests the transmission of certain practical strategies (e.g., randomized sampling). It can also contribute to realism about both the potentials and the limits of citizen science. As part of a deliberative system, citizen science cannot, and need not, be the only place in which reforms are necessary for creating stronger ties between science and society and for aligning science with democratic values. © 2022, The Author(s).",Citizen empowerment,Citizen science,Deliberative systems,Environmental justice,Epistemic injustice,,,,Herzog L.,Lepenies R.,,,,,
Hyperrationality and Rhetorical Constellations in Digital Climate Change Denial: A Multi-Methodological Analysis of the Discourse of Watts up with That,,10.1080/10572252.2021.2019317,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123419419&doi=10.1080%2f10572252.2021.2019317&partnerID=40&md5=8cf56f832691303d2adc8ac62d77a4fd,"Using a multi-methodological approach, we analyze member comments in Watts Up With That (WUWT), a climate skeptical Facebook group. Quantitative topic modeling revealed that members claim hyperrationality to undermine climate science. Science-based terms were often connected to other topics, such as immigration and LGBTQ+ rights, creating rhetorical constellations that shifted rhetoric from technical spaces into political and ideological ones. These findings have implications for dealing with the challenge of misinformation’s circulation on social media. © 2022 The Author(s). Published with license by Taylor & Francis Group, LLC.",climate change skepticism,digital rhetoric,Hyperrationality,mixed methods,rhetorical constellations,,,,Tillery D.,Bloomfield E.F.,,,,,
Beyond the scorecard diplomacy: From soft power rankings to critical inductive geography,1,10.1177/13548565221079158,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125090791&doi=10.1177%2f13548565221079158&partnerID=40&md5=386ba6cafa05fcb24f11e919a7a21f53,"The article interrogates if data visualization, despite its inherited subjectivity, can be used not only as a tool for data representation but also as a research platform to facilitate an iterative exploratory process to identify new themes, raise new questions, and generate new knowledge. It addresses this task by pursuing a twofold research goal. On the one hand, it confirms previous findings that have documented the political power of data visualization specifically in the field of scorecard diplomacy. It critically discusses Portland Soft Power 30 Index that measures soft power of selected countries on the annual basis to reveal how the scorecard diplomacy works through the ranking dashboard. On the other hand, the article reflects on the experience of designing a geo-visualization system that, by contrast, intended to overcome shortcomings of data visualization’s politics to build a platform for an inductive academic research. It discusses a new deep mapping framework of soft power visualization that intended to address several critical problems of Portland’s measurements and shares research insights from the project “Deep Mapping: Creating a Dynamic Web Application Museum Soft Power Map.” © The Author(s) 2022.",,,,,,,,,Grincheva N.,,,,,,
"Digitalization, Participation and Interaction: Towards More Inclusive Tools in Urban Design—A Literature Review",2,10.3390/su14084514,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128771598&doi=10.3390%2fsu14084514&partnerID=40&md5=226f93fe164cdefdf0570fd0866e71b2,"The 11th sustainable development goal highlights the importance of making our cities more inclusive. For that, planning processes should become more engaging and empower citizens to actively participate in designing their environments. However, the COVID-19 crisis exposed inequalities and posed challenges to communal activities due to restrictions on face-to-face activities. These constraints brought many researchers and practitioners to rethink the process of co-designing workshops, putting digitalization in the spotlight. The present study consists of a systematic literature review focusing on understanding how digital technologies affect participatory approaches in urban design and how they have evolved since the 1990s. Also, it investigates the correlation between levels of participation and interaction in different types of collaborative design workshops held in communities. We found that many authors have been developing new methodologies and digital tools aiming to digitalize the co-designing experience through mediation. However, there is no evolutionary evidence of tools in the field creating bridges between digitalization, participation, and interaction. We argue that a research agenda is required to produce more sophisticated tools to tackle social barriers and support inclusive design towards sustainable urban development patterns. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",collaborative design,COVID-19,digital tools,interactivity,participatory,,,,De Siqueira G.,Malaj S.,Hamdani M.,,,,
Strategies for Fostering a Genuine Feeling of Connection in Technologically Mediated Systems,,10.1145/3491102.3517580,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130543202&doi=10.1145%2f3491102.3517580&partnerID=40&md5=95167949b22af9b3acd24b2760be0426,"Human connection is essential for our personal well-being and a building block for a well-functioning society. There is a prominent interest in the potential of technology for mediating social connection, with a wealth of systems designed to foster the feeling of connection between strangers, friends, and family. By surveying this design landscape we present a transitional definition of mediated genuine connection and nine design strategies embodied within 50 design artifacts: affective self-disclosure, reflection on unity, shared embodied experience, transcendent emotions, embodied metaphors, interpersonal distance, touch, provocations, and play. In addition to drawing on design practice-based knowledge we also identify underlying psychological theories that can inform these strategies. We discuss design considerations pertaining to sensory modalities, vulnerability-comfort trade-offs, consent, situatedness in context, supporting diverse relationships, reciprocity, attention directedness, pursuing generalized knowledge, and questions of ethics. We hope to inspire and enrich designers' understanding of the possibilities of technology to better support a mediated genuine feeling of connection. © 2022 ACM.",belonging,design considerations,design strategies,genuine connection,intimacy,review,social connection,,Stepanova E.R.,Desnoyers-Stewart J.,Höök K.,Riecke B.E.,,,
Emergence of the ‘Digitalized Self’ in the Age of Digitalization,1,10.1016/j.chbr.2022.100191,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127320499&doi=10.1016%2fj.chbr.2022.100191&partnerID=40&md5=cfb386cca4f2b1442092d2a5f32e1770,"This paper is reviewing the unprecedented and profound impact of digitalization upon our world and us in the Age of Digitalization, through interdisciplinary perspectives including psychology, neuroscience, psychiatry, sociology, anthropology, culture and history. Progressing from the Industrial Age to the Age of Digitalization when humankind has been undergoing changes in the process of digitalization, there is growing observation and evidence for the possible emergence of a new form of self, called ‘Digitalized Self’, which would be examined, postulated, conceptualized and discussed in the current paper. © 2022",Digital natives,Digitalization,Digitalized self,Humanity,Interdisciplinary,Mind,,,Chan K.T.,,,,,,
