Title,Cited by,DOI,Link,Abstract,AuthorKeyword_1,AuthorKeyword_2,AuthorKeyword_3,AuthorKeyword_4,AuthorKeyword_5,AuthorKeyword_6,AuthorKeyword_7,AuthorKeyword_8,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Author_7,Author_8,Author_9,Author_10,Author_11,Author_12,Author_13,Author_14,Author_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes from the Transcription Desk: Visualising Public Engagement,1,10.1080/0013838X.2017.1333754,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026408020&doi=10.1080%2f0013838X.2017.1333754&partnerID=40&md5=6136e0090b0387e261f0159c9e96dc6f,"Letters of 1916 is Ireland’s first public engagement digital humanities project. Begun in September 2013, it collects, digitises, transcribes, encodes and makes available through its electronic platform epistolary documents written about Ireland between 1 November 1915 and 31 October 1916. This paper analyses the volunteer community associated with the project, inspects the levels of its engagement, studies its interests and motivations, and considers how future projects can adapt this investigation into projects addressing community interactions. The basis for this inspection is a user survey carried out in Spring 2016, alongside an analysis of the transcriber community using data on transcriber activity from the beginning of the project in September 2013 to June 2016. The paper argues that the success of a public engagement project lies in the understanding of its community—an understanding derived within a critical framework, inspected through data analysis and communicated through visualisations. © 2017 Informa UK Limited, trading as Taylor & Francis Group.",,,,,,,,,Schreibman S.,Das Gupta V.,Rooney N.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An On-Demand and Cloud-Based Digital Scholarship Applications Dashboard,6,10.1080/01930826.2017.1326267,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025097827&doi=10.1080%2f01930826.2017.1326267&partnerID=40&md5=ae563938c5f413fb40a8ee0eef43ce91,"Building on the findings of a 2013 NEH Digital Humanities Start-Up funded project, in early 2016 we began working on an IMLS Sparks! funded project: Digital Scholarship Applications Dashboard. The project is a collaborative initiative between University IT and the Library's Center for Digital Scholarship. We are currently evaluating an efficient and user-friendly dashboard solution that will allow faculty and student to easily choose, configure, deploy, and evaluate any of a set of common web applications in a shared and virtual hosting environment. The service is similar to those offered by commercial hosting providers for deployment of popular web applications, but our Scholars Dashboard service will focus on tools more relevant to digital scholarship and digital humanities. The prototype leverages OpenNebula, an open source cloud-computing platform for managing distributed data center environments, and Amazon Web Services for deploying virtual machines. In this article, we will describe the work we have done in the last year and further discuss the role of digital scholarship teams within academic libraries in providing cloud-based infrastructure for digital scholarship and research. © 2017, Published with license by Taylor & Francis © 2017, © Elías Tzoc and John Millard.",cloud-computing,digital scholarship,faculty projects,virtual machines,,,,,Tzoc E.,Millard J.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data, Collaboration, Laboratory: Bringing Concepts from Science into Humanities Practice",10,10.1080/0013838X.2017.1332022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021663232&doi=10.1080%2f0013838X.2017.1332022&partnerID=40&md5=9fd514b2b2190b9f678f549124d503cf,"Humanities researchers have been looking for new tools and strategies to overcome what has been called, in recent years, a “crisis” in the humanities. These efforts maintain that it is possible to change the widespread view that humanities fields are arcane or irrelevant by changing conceptual frames in ways that show the humanities to be useful, accessible and actionable. Specifically, researchers have been claiming for the humanities frames and concepts from the sciences, such as the humanities “labs” that signal (in both name and design) quantifiability, verifiability and functionality. This tactic of borrowing categories from the sciences is part of a larger tactical turn that we may call “the scientification of the humanities”. The new field of the digital humanities, in particular, is a central site for this turn. With a focus on digital humanities practices, this article aims to describe the tactical meanings, in the humanities, of the borrowed concepts data, collaboration and laboratory, all of which strategically frame the humanities as a practical, innovative and profitable field. Ultimately, I show that the trajectory of scientification in the humanities follows a path from concepts to transformation. © 2017 Informa UK Limited, trading as Taylor & Francis Group.",,,,,,,,,Pawlicka U.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decolonizing geographies of power: indigenous digital counter-mapping practices on turtle Island,34,10.1080/2201473X.2016.1186311,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034028211&doi=10.1080%2f2201473X.2016.1186311&partnerID=40&md5=e23680e71909e0e6d5f325c40b7eec3d,"This paper addresses the decolonizing potential of Indigenous counter-mapping in the context of (what is now called) Canada. After historicizing cartography as a technique of colonial power, and situating Indigenous counter-mapping as an assertion of political and intellectual sovereignty, we examine the digital map of Amiskwaciwâskahikan (Plains Cree for Edmonton, Alberta) produced by the Pipelines Collective, which overlays Treaty 6 Indigenous maps onto ‘conventional’ maps to denaturalize and challenge colonial renderings of city space. We then discuss the expanding trend of guerrilla mapping techniques engaged in by Indigenous groups, emphasizing the Ogimaa Mikana project in Toronto, wherein Anishinaabemowin names were stickered over settler street names. Expanding the spatial theories of Michel de Certeau and Gilles Deleuze, and drawing on the research and insights of Indigenous scholars Jodi Byrd and Mishuana Goeman, our paper considers how emerging digital counter-mapping efforts offer ambivalent possibilities for Indigenous peoples to assert their presence in material ways. © 2016 Informa UK Limited, trading as Taylor & Francis Group.",Cartography,digital humanities,indigenous resurgence,new media studies,,,,,Hunt D.,Stevenson S.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The vision for MUSE4music applying the MUSE method in musicology,4,10.1007/s00450-016-0336-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084129409&doi=10.1007%2fs00450-016-0336-1&partnerID=40&md5=ea84d0a20c1eb5f48b156fe9df6927c1,"Investigating the emotional impact of historical music, e.g. music of the 19th century, is a complex challenge since the subjects that listened to this music and their emotions are forever gone. As a result, asking them for their experiences is not possible anymore and we need other means to gain insights into the expressive quality of music of this century. In this vision paper, we describe a pattern-based method called MUSE4Music to quantitatively find similarities in different pieces of music. The reconstruction of musical patterns will allow us to draw conclusions from erratic documents that go far beyond the single pieces they are referring to. © Springer-Verlag Berlin Heidelberg 2016.",Automation,Digital humanities,Mining,Musical expressivity,Musical patterns,Pattern discovery,,,Barzen J.,Breitenbücher U.,Eusterbrock L.,Falkenthal M.,Hentschel F.,Leymann F.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Will It Come Here? Using Digital Humanities Tools to Explore Medical Understanding during the Russian Flu Epidemic, 1889-90",1,10.1017/mdh.2017.53,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060165886&doi=10.1017%2fmdh.2017.53&partnerID=40&md5=f8b3ccc543dbe1ae12c01314273d20c7,[No abstract available],,,,,,,,,Thomas Ewing E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dealing with the deluge of historical weather data: the example of the TEMPEST database,16,10.1002/geo2.39,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030212246&doi=10.1002%2fgeo2.39&partnerID=40&md5=6a9167dede2896247401812813f04835,"People have long been interested in the history of weather, particularly extremes, and chronologies of past events drawing on information from written records have been compiled and published throughout history. In recent years, concern over current and future weather and climate has triggered a new level of interest in past weather events and their impacts. This interest, alongside the development of digital humanities research methods, has resulted in a rapid growth in the number of online databases relating to historic weather and climate around the world. This paper documents the design, creation and content of one such database, TEMPEST, an online repository for extreme weather history in the UK. TEMPEST has been created as the major output of the AHRC funded project ‘Spaces of Experience and Horizons of Expectation: The Implications of Extreme Weather in the UK, Past, Present and Future’ (2013-2017). Unlike the majority of existing databases that rely on published materials, TEMPEST's records are drawn from primary research into original documentary sources held in archives around the UK. The c. 18,000 records that TEMPEST currently contains offer personalised and geo-referenced insights into the relationship between society and extreme weather in the UK spanning a period of over 400 years. In this paper we outline potential applications for TEMPEST and suggest directions for future research and resources in historical weather. We also consider broader issues for the digital humanities relating to the storage, archiving, ownership, and usage of data and the need to ensure connectivity between complementary datasets. The information, practices and views in this article are those of the author(s) and do not necessarily reflect the opinion of the Royal Geographical Society (with IBG). © 2017 The Authors. Geo: Geography and Environment published by John Wiley & Sons Ltd and the Royal Geographical Society (with the Institute of British Geographers)",archive,database,digital humanities,extreme weather,UK,weather history,,,Veale L.,Endfield G.,Davies S.,Macdonald N.,Naylor S.,Royer M.-J.,Bowen J.,Tyler-Jones R.,Jones C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
“A greatly unexplored area”: Digital curation and innovation in digital humanities,17,10.1002/asi.23743,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018374972&doi=10.1002%2fasi.23743&partnerID=40&md5=25695afd18240e029729032dff33c0ad,"New types of digital data, tools, and methods, for instance those that cross academic disciplines and domains, those that feature teams instead of single scholars, and those that involve individuals from outside the academy, enables new forms of scholarship and teaching in digital humanities. Such scholarship promotes reuse of digital data, provokes new research questions, and cultivates new audiences. Digital curation, the process of managing a trusted body of information for current and future use, helps maximize the value of research in digital humanities. Predicated on semistructured interviews, this naturalistic case study explores the creation, use, storage, and planned reuse of data by 45 interviewees involved with 19 Office of Digital Humanities Start-Up Grant (SUG) projects. Interviewees grappled with challenges surrounding data, collaboration and communication, planning and project management, awareness and outreach, resources, and technology. Overall this study explores the existing digital curation practices and needs of scholars engaged in innovative digital humanities work and to discern how closely these practices and needs align with the digital curation literature. © 2017 ASIS&T",,,,,,,,,Poole A.H.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern research in the digital humanities: how data mining techniques support the identification of costume patterns,4,10.1007/s00450-016-0331-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994338991&doi=10.1007%2fs00450-016-0331-6&partnerID=40&md5=8e9872b0f4f670dc59a8c553060c9b43,"Costumes are prominent in transporting a character’s mood, a certain stereotype, or character trait in a film. The concept of patterns, applied to the domain of costumes in films, can help costume designers to improve their work by capturing knowledge and experience about proven solutions for recurring design problems. However, finding such Costume Patterns is a difficult and time-consuming task, because possibly hundreds of different costumes of a huge number of films have to be analyzed to find commonalities. In this paper, we present a Semi-Automated Costume Pattern Mining Method to discover indicators for Costume Patterns from a large data set of documented costumes using data mining and data warehouse techniques. We validate the presented approach by a prototypical implementation that builds upon the Apriori algorithm for mining association rules and standard data warehouse technologies. © 2016, Springer-Verlag Berlin Heidelberg.",Costume Languages,Costume Patterns,Data Mining,Digital Hummanities,Pattern Identification,Pattern Languages,Pattern Mining,,Falkenthal M.,Barzen J.,Breitenbücher U.,Brügmann S.,Joos D.,Leymann F.,Wurster M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slavic dialectology: A survey of research since 1989,2,10.1353/jsl.2017.0012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044188756&doi=10.1353%2fjsl.2017.0012&partnerID=40&md5=834cd1b915fc97925123e83fc21b1a20,"The last 25 years in Slavic dialectology mark the period not only of JSL’s founding but also of major and multiple political, social, and economic reorganizations in predominantly Slavic-speaking states. During this period research institutions and their priorities and projects have both continued and changed; technological innovation has meant moving towards electronic dissemination, “digital humanities,” and innovative modes of presenting research data and findings. In some cases major works (e.g., dialect atlases) have advanced during this period. Moreover, a new generation of scholars has had greater opportunities for mobility and therefore exposure to a variety of linguistic frameworks and approaches, which has fostered cross-border collaboration in the field. The present essay gives an overview of progress made on dialect projects both created institutionally and individually and including both traditional (book, article) and new digital means of dissemination. © 2017, Slavica Publishers. All rights reserved.",,,,,,,,,Greenberg M.L.,Borowski K.E.,Schallert J.,Woolhiser C.F.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sowing the seeds of journal success: Cultivating relationships with journal editors and staff,0,10.3998/3336451.0020.218,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034043057&doi=10.3998%2f3336451.0020.218&partnerID=40&md5=6ad977960adcc1bc7bfe74c83db8f5c6,"Since 2007, the University of Kansas Libraries has provided support to the KU community for the management and distribution of online scholarly journals and other publications, and currents hosts over 20 scholarly journals. While much of the literature about library publishing focuses on issues such as technical infrastructure, policies and processes, skills and training, or economic models-all important areas to address, to be sure-this presentation will focus on a less documented aspect of library-based publishing: building and maintaining relationships with journal editors and staff. This is often time consuming and hidden labor, but has been key to the ongoing viability of our program. Through regular and ongoing engagement with our journal partners we can keep abreast of their evolving needs, catch potential issues before they blossom into problems, and create goodwill and trust that we can tap into down the road when advocating to administrators about the value of the publishing program. We will share and discuss the various outreach and engagement efforts (successful and unsuccessful) that we have pursued, including regular meetings of our ""Editors Forum"", an email listserv for journal editors and staff, regular check-ins regarding journal operations, and coordinated efforts with related library initiatives such as open access and digital humanities. We will advocate for an intentional, multi-faceted approach to building relationships with journal editors as a key aspect of a sustainable publishing program.",,,,,,,,,Reed M.,Rosenblum B.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Digital sport history, with costs: An ecocentric critique",1,10.5406/jsporthistory.44.2.0350,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028734847&doi=10.5406%2fjsporthistory.44.2.0350&partnerID=40&md5=9b1e6596980ff0e8b041965bfd423d3b,"With few exceptions, sport historians have neglected to examine the relationship between sport and the environment. In this paper, I argue the ""digital turn"" offers an opportunity for sport historians to consider the environmental cost stemming from the proliferation of digital media technologies, including the masking of its materiality. I discuss the implications of Richard Maxwell and Toby Miller's ecocentric critique of the production, consumption, and disposal of digital media technologies, and delineate what an environmental history of sport and sport media might take into account. I conclude with a consideration of the environmental risks that accompany digital humanities and digital history approaches for research, publishing, and pedagogy, and propose that the incorporation of environmental justice aims in digital sport history projects would help situate the field in a productive tension that simultaneously reproduces and resists environmental devastation.",Digital media technologies,Environmental justice,Sport and environment,,,,,,Tepoel D.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toward a praxis of critical digital sport history,4,10.5406/jsporthistory.44.2.0146,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028723220&doi=10.5406%2fjsporthistory.44.2.0146&partnerID=40&md5=ebe7263d5ca6d9864a51a1113b8f115b,"Exploring praxis as a key construct, this article disputes the understandings of digital history as a relatively recent phenomena by providing an alternative narrative of digital history's development. Understanding that ""digital"" history is a constellation of practices drawn from humanities and computing disciplines, this paper argues that digital sport history must demonstrate critical, intentional engagement with interdisciplinary research to achieve its fullest future. Using Michael Oriard's Reading Football: How the Popular Press Created an American Spectacle as a basis for a speculative design exercise, the paper suggests three alternative research methods that scholars could now use to explore Oriard's sources. The exercise illustrates how digital sport historians must recognize the digital and its multiplicity of forms as historical objects that are produced, interpreted, and contested. As important, the article closes by presenting core values for our consideration as we move toward recognized methodologies for digital sport history.",Digital history,Digital humanities,Football,Methodology,,,,,Guiliano J.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New media, old methods: Archiving and close reading the sports blog",1,10.5406/jsporthistory.44.2.0275,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028720031&doi=10.5406%2fjsporthistory.44.2.0275&partnerID=40&md5=0875974e13062374a19955a6dd43ca62,"The humanities are increasingly digitized: scholars now have online access to a breathtaking array of previously printed scholarship, primary-source documents, and data. But what about those texts that are born on the web? Does the digital humanities also have room for those who would humanistically analyze the digital? What does it mean to attempt to historicize and close read a medium that can disappear in an instant? Who is archiving the digital present? In this paper I discuss the methods I used in my book project in order to archive and analyze three blogs: FreeDarko.com, FireJoeMorgan.com, and PowerForward.net. I discuss the challenges of dealing with dead links and disappearing websites. I challenge both what constitutes sports history and who gets to record it through a consideration of the ways fans think and write about sports.",Blog,Fans,Narrative,,,,,,Cohan N.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Other worlds, other DHs: Notes towards a DH accent",8,10.1093/llc/fqv063,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028714391&doi=10.1093%2fllc%2ffqv063&partnerID=40&md5=c10c00f24977568e54c41722ae48a020,"As digital humanities (DH) continues to embrace its global dimensions, community members struggle to ascertain frames of reference for understanding and interpreting local contexts for scholarship. This article intervenes in that effort by distinguishing between the local and global contours of DH. It analyzes two projects that map the geographies of DH and identifies the challenge of recognizing DH work. Drawing on postcolonial and linguistic theories of language, this article then proposes that the concept of a 'DH accent' provides a lens for mediating between local and global definitions of DH and resolving the ethical challenge of misrecognition. In seeking a global vision, the article suggests, the DH community must begin with the question, 'What is your DH accent?'. © The Author 2016. Published by Oxford University Press on behalf of EADH. All rights reserved.",,,,,,,,,Risam R.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Writing sport online: An analysis of the pitfalls and potential of academic blogging,5,10.5406/jsporthistory.44.2.0257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028713896&doi=10.5406%2fjsporthistory.44.2.0257&partnerID=40&md5=7f5de3ea8ad66577515c2655239fc6b7,"Opportunities abound for scholars' digital engagement. Among the numerous available technologies, blogging has emerged as a medium that presents both opportunities and challenges for academics. Although scholars have reflected on the values and drawbacks of blogging in academia, few have specifically analyzed academic sport blogs. This paper uses a content analysis of six sport-specific online forums to examine the composition of contributors and the content of posts, as well as the pitfalls and potential of academic sport blogging. Our analysis suggests that, while blogging offers novel opportunities for scholars, the forum simultaneously reifies problems already present in sport scholarship and academia.",Blogs,Digital humanities,Gender,,,,,,Linden A.D.,Pieper L.P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doing sport history in the digital present,5,10.5406/jsporthistory.44.2.0135,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028709747&doi=10.5406%2fjsporthistory.44.2.0135&partnerID=40&md5=bd57f3cdc6d9373ac367fb6083fb8053,"Reflecting on the past, present, and future of digital scholarship in sport history, this article introduces the ""Doing Sport History in the Digital Present"" special issue as evidence of a burgeoning engagement with the digital humanities by sport historians and sport history by digital humanists. Asking what new approaches in the digital humanities might offer for the study of sport history, we first revisit recent, and nascent, discussions of sport history in the digital era. We next discuss the ways in which the contributors to the special issue move the field forward through a connected process of doing and writing digital sport history by both utilization and critique of its sources, tools, and platforms. Finally, we conclude with a look ahead to the continued and future impact of new techniques and literacies on the field of sport history.",Digital history,Digital humanities,Sport history,,,,,,Sterling J.J.,Phillips M.G.,Mcdonald M.G.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProppLearner: Deeply annotating a corpus of Russian folktales to enable the machine learning of a Russian formalist theory,11,10.1093/llc/fqv067,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028704429&doi=10.1093%2fllc%2ffqv067&partnerID=40&md5=6d93d6b4f50679dc4feeb4c53df9254f,"I describe the collection and deep annotation of the semantics of a corpus of Russian folktales. This corpus, which I call the 'ProppLearner' corpus, was assembled to provide data for an algorithm designed to learn Vladimir Propp's morphology of Russian hero tales. The corpus is the most deeply annotated narrative corpus available at this time. The algorithm and learning results are described elsewhere; here, I provide detail on the layers of annotation and how they were chosen, novel layers of annotation required for successful learning, the selection of the texts for annotation, the annotation process itself, and the resulting inter-annotator agreement measures. In particular, the corpus comprised fifteen texts totaling 18,862 words. There were eighteen layers of annotation, five of which were developed specifically to support learning Propp's morphology: referent attributes, context relationships, event valences, Propp's 'dramatis personae', and Propp's functions. All annotations were created by trained annotators with the Story Workbench annotation tool, following a double-annotation paradigm. I discuss lessons learned from this effort and what they mean for future digital humanities efforts when working with the semantics of natural language text. © The Author 2016. Published by Oxford University Press on behalf of EADH. All rights reserved.",,,,,,,,,Finlayson M.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Two turns around the digital: Horse racing, maps, and process",0,10.5406/jsporthistory.44.2.0178,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028702303&doi=10.5406%2fjsporthistory.44.2.0178&partnerID=40&md5=df4280743b1036f8b3d8852c95c5ed66,"In this paper, I explore how doing digital mapping work helped me rethink my traditional scholarly work through a conversation between the digital and the material. I begin with a description of a process involving finding racetracks converted into housing developments and move on to a discussion of the mapping of information broadly defined. I looked for references to horse racing, searched maps for their presence, and then went to the modern-day map and satellite image to see if their presence remained. What emerged from my work is the seemingly universal presence of racetracks in almost every location. While I continue to map racetracks in my project on New York City horse racing, a more process-oriented idea of mapping also emerged, a type of mental mapping of how and where racing existed and how one might begin to contextualize these maps, both geographic and mental.",Digital humanities,Horse racing,Mapping,Process,,,,,Silverman J.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What remains to be done- Exposing invisible collections in the other 7,000 languages and why it is a DH enterprise",5,10.1093/llc/fqw006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028700979&doi=10.1093%2fllc%2ffqw006&partnerID=40&md5=4c102adaf6eba956a6e3383775a39114,"For most of the world's 7,000 languages, there are few records available via the Internet. Recognizing this digital divide and the consequential underrepresentation of most languages in any linked open data efforts is a motivation for some solutions offered in this article. Efforts to increase the documentation of the world's small languages have led to the development of tools and repositories over the past decade. However, as not all digital language archives currently provide metadata in standard formats, their collections are invisible to aggregated searches. Other repositories (including many institutional repositories-national libraries and archives, mission archives, and so on) have language content that is not noted in the collection's catalog, so is impossible to locate at all via a search based on language names. Finally, there are collections still held by their creators and not in a repository at all, completely hidden from other potential users. This article suggests that it is a digital humanities project to make more information about the world's small languages more freely available, and identifies several means by which this could be accomplished, including a survey to locate more collections; a register to announce their existence; and a documentation index to provide an overview of what is known for each language. © The Author 2016. Published by Oxford University Press on behalf of EADH. All rights reserved.",,,,,,,,,Thieberger N.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durkheim with data: The Database of Religious History,20,10.1093/jaarel/lfw012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025829859&doi=10.1093%2fjaarel%2flfw012&partnerID=40&md5=5852a4fa4c30fcc9570d0d8dcbfa98cb,"This article introduces a new online, quantitative encyclopedia of religious cultural history, the Database of Religious History (DRH). The DRH aims to systematically collect information on past religious groups from around the world in a standardized form, providing a novel digital humanities resource for the religious studies community, a forum for scholarly debates, a pedagogical aid, and a platform for testing hypotheses about religious change over space and time. We employ the DRH project as a lens through which to view some larger intellectual issues surrounding the comparative study of religion, the role of functionalism and ""big data"" in the study of religion, the challenges of large-scale collaborative projects, and the future of science-humanities integration. © The Author 2016.",,,,,,,,,Slingerland E.,Sullivan B.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retrieval and analysis of eurostat open data with the eurostat package,18,10.32614/rj-2017-019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021396283&doi=10.32614%2frj-2017-019&partnerID=40&md5=4a1f40a6d967f2d875a2107756240c3b,"The increasing availability of open statistical data resources is providing novel opportunities for research and citizen science. Efficient algorithmic tools are needed to realize the full potential of the new information resources. We introduce the eurostat R package that provides a collection of custom tools for the Eurostat open data service, including functions to query, download, manipulate, and visualize these data sets in a smooth, automated and reproducible manner. The online documentation provides detailed examples on the analysis of these spatio-temporal data collections. This work provides substantial improvements over the previously available tools, and has been extensively tested by an active user community. The eurostat R package contributes to the growing open source ecosystem dedicated to reproducible research in computational social science and digital humanities.",,,,,,,,,Lahti L.,Huovari J.,Kainu M.,Biecek P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A quantitative close analysis of a theatre video recording,2,10.1093/llc/fqv069,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021287473&doi=10.1093%2fllc%2ffqv069&partnerID=40&md5=354610775297cf3eaeda0e01302cbb74,"The digital humanities have been very successful in proposing quantitative methods for the analysis of textual data. However, similar methods are not widespread for the study of artistic expressions that rely on motion (such as theatre). In order to develop a more robust, quantitative approach to the study of motion in theatre performances, we use video processing techniques to analyze a puppet theatre recording from Indonesia. By calculating the average speed of the different scenes, we found that there is a strong correspondence between the narrative structure and the speed of the puppets. We hope this work contributes to a development of quantitative analysis methods for the study of theatre and that it also impacts the way in which theatre documentation projects are carried out in the future. © The Author 2016. Published by Oxford University Press on behalf of EADH. All rights reserved.",,,,,,,,,Escobar Varela M.,Parikesit G.O.F.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Infrastructure for the Humanities in Europe and the US: Governing Scholarship through Coordinated Tool Development,9,10.1007/s10606-017-9272-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018495728&doi=10.1007%2fs10606-017-9272-2&partnerID=40&md5=98323d8ea84681a5e046311964ab7cb5,"In this paper, I provide a comparative perspective on current digital infrastructure policies for the humanities in Europe and the US. Thereby I mean to move beyond analyzing the shaping of technology within individual infrastructure projects and instead trace in a more encompassing way how dynamics at the institutional and policy level mediate the reorganization of disciplinary tool development. Drawing conceptual inspiration from the work of Sheila Jasanoff, I propose that digital infrastructure actually functions as a regulatory technology, i.e. as an interface through which the different actor groups (researchers, funders, policy makers) rearticulate their mutual relations. European initiatives, I argue, are based on a more centralizing, technology-driven vision of digital infrastructure that serves the European Commission’s policy goal of integrating national research systems in institutional and epistemic terms. This causes a certain disconnect between tool developers and prospective scholarly users who are often unfamiliar with digital approaches, but the emphasis on central coordination also ensures that no single community gains exclusive control over technology development. In the US, by contrast, the original impetus to adopt a concerted strategy for digital infrastructure has not been provided by science policy makers and administrators, but by researchers in the area of digital humanities. These scholars have successfully promoted a sociotechnical view of infrastructure as an emergent, evolutionary phenomenon, which also implies that conceptual and managerial authority should be situated at well-established digital humanities centers. While avoiding problems related to the implementation of technology in more traditional scholarly practices, this arrangement will tend to privilege the intellectual and technological preferences of existing elites within digital humanities over those of other research communities. © 2017, Springer Science+Business Media Dordrecht.",cyberinfrastructure,digital humanities,digital infrastructure,European research area,humanities,infrastructure policy,regulatory technology,,Kaltenbrunner W.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connecting theory and practice in digital humanities information work,17,10.1002/asi.23732,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016427093&doi=10.1002%2fasi.23732&partnerID=40&md5=8fa2a7b17113e56cad3d5d6bd990b55f,"The omnipresence and escalating efficiency of digital, networked information systems alongside the resulting deluge of digital corpora, apps, software, and data has coincided with increased concerns in the humanities with new topics and methods of inquiry. In particular, digital humanities (DH), the subfield that has emerged as the site of most of this work, has received growing attention in higher education in recent years. This study seeks to facilitate a better understanding of digital humanities by studying the motivations and practices of digital humanists as information workers in the humanities. To this end, we observe information work through interviews with DH scholars about their work practices and through a survey of DH programs such as graduate degrees, certificates, minors, and training institutes. In this study we focus on how the goals behind methodology (a link between theories and method) surface in everyday DH work practices and in DH curricula in order to investigate if the critiques that have appeared in relation to DH information work are well founded and to suggest alternative narratives about information work in DH that will help advance the impact of the field in the humanities and beyond. © 2017 ASIS&T",,,,,,,,,Clement T.E.,Carter D.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
